コード	企業名	sector	industry	上場後の取引量	現在何倍株	最大何倍株	3,5,7,10,N倍まで何年	2倍まで何年	3倍まで何年	4倍まで何年	5倍まで何年	6倍まで何年	7倍まで何年	8倍まで何年	9倍まで何年	10倍まで何年
4265	Institution for aGlobal Society	産業	人材派遣・雇用サービス	8420500	0.7	4.0	"-1.0
-1
-1
-1
-1.0"	-1.0	-1.0	-1.0	-1	-1	-1	-1	-1	-1
4264	セキュア	産業	セキュリティおよび保護サービス	28811600	3.2	6.4	"-1.0
0.45
-1
-1
0.48"	-1.0	-1.0	-1.0	0.45	0.48	-1	-1	-1	-1
4261	アジアクエスト	技術	情報技術サービス	30444100	1.1	3.6	"-0.99
-1
-1
-1
-0.99"	-1.0	-0.99	-1	-1	-1	-1	-1	-1	-1
2993	長栄	不動産	不動産サービス	1581800	1.3	1.5	"-1
-1
-1
-1
2.16"	-1	-1	-1	-1	-1	-1	-1	-1	-1
9258	CS-C	通信サービス	広告代理店	28882000	0.7	3.4	"-0.2
-1
-1
-1
-0.19"	-0.2	-0.2	-1	-1	-1	-1	-1	-1	-1
4263	サスメド	ヘルスケア	健康情報サービス	23645800	0.8	3.0	"-0.45
-1
-1
-1
-0.45"	-0.49	-0.45	-1	-1	-1	-1	-1	-1	-1
9211	エフ・コード	通信サービス	広告代理店	127762400	2.1	4.7	"-0.19
-1
-1
-1
2.08"	-0.2	-0.19	-0.18	-1	-1	-1	-1	-1	-1
9259	タカヨシ	消費者防衛	食料品店	3011200	0.4	1.6	"-1
-1
-1
-1
-0.83"	-1	-1	-1	-1	-1	-1	-1	-1	-1
4262	ニフティライフスタイル	不動産	不動産サービス	3576900	1.1	2.0	"-1
-1
-1
-1
-1.0"	-1.0	-1	-1	-1	-1	-1	-1	-1	-1
9212	Green EarthInstitute	基礎材料	特殊化学品	176375600	1.2	4.6	"-1.0
-1
-1
-1
-0.99"	-1.0	-1.0	-0.99	-1	-1	-1	-1	-1	-1
4259	エクサウィザーズ	技術	Software—Application	55659800	1.0	2.7	"-1
-1
-1
-1
-0.63"	-0.64	-1	-1	-1	-1	-1	-1	-1	-1
9255	ZEALS			-1				-1	-1	-1	-1	-1	-1	-1	-1	-1
4125	三和油化工業	産業	廃棄物管理	6693500	0.7	2.3	"-1
-1
-1
-1
0.51"	0.36	-1	-1	-1	-1	-1	-1	-1	-1
4260	ハイブリッドテクノロジーズ	技術	情報技術サービス	40050300	1.0	3.2	"0.75
-1
-1
-1
0.75"	-0.16	0.75	-1	-1	-1	-1	-1	-1	-1
7134	クルーバー	消費者循環	自動車・トラック販売	3194700	2.8	3.5	"2.24
-1
-1
-1
2.3"	0.97	2.24	-1	-1	-1	-1	-1	-1	-1
4258	網屋	技術	情報技術サービス	14061200	3.2	3.9	"2.39
-1
-1
-1
2.59"	-0.18	2.39	-1	-1	-1	-1	-1	-1	-1
9256	サクシード	消費者防衛	教育・訓練サービス	2987100	0.8	1.7	"-1
-1
-1
-1
1.21"	-1	-1	-1	-1	-1	-1	-1	-1	-1
9522	リニューアブル・ジャパン	公共事業	Utilities—Renewable	10836100	2.6	4.3	"-1.0
-1
-1
-1
-1.0"	-1.0	-1.0	-1.0	-1	-1	-1	-1	-1	-1
4419	Finatextホールディングス	技術	Software—Infrastructure	18589400	3.0	3.3	"-0.53
-1
-1
-1
2.21"	-0.53	-0.53	-1	-1	-1	-1	-1	-1	-1
4255	THECOO	技術	Software—Application	1942800	0.7	6.0	"-1.0
-1.0
-1
-1
-1.0"	-1.0	-1.0	-1.0	-1.0	-1.0	-1	-1	-1	-1
4256	サインド	技術	Software—Application	2526000	1.2	3.4	"-1.0
-1
-1
-1
-1.0"	-1.0	-1.0	-1	-1	-1	-1	-1	-1	-1
9254	ラバブルマーケティンググループ	通信サービス	広告代理店	5199700	1.2	3.4	"-0.18
-1
-1
-1
-0.18"	-0.18	-0.18	-1	-1	-1	-1	-1	-1	-1
2585	ライフドリンクカンパニー	消費者防衛	Beverages—Non-Alcoholic	11724800	9.6	9.6	"1.18
1.96
2.5
-1
2.82"	0.79	1.18	1.4	1.96	2.38	2.5	2.67	2.81	-1
6524	湖北工業	技術	電子部品	205608300	2.2	2.2	"-1
-1
-1
-1
2.76"	2.54	-1	-1	-1	-1	-1	-1	-1	-1
グローバル	YCPホールディングス（グローバル）リミテッド			-1				-1	-1	-1	-1	-1	-1	-1	-1	-1
4417	グローバルセキュリティエキスパート	技術	Software—Infrastructure	15568200	4.8	6.7	"0.55
1.02
-1
-1
1.39"	0.12	0.55	0.71	1.02	1.36	-1	-1	-1	-1
4418	JDSC	技術	情報技術サービス	54209000	1.7	5.2	"-0.54
-0.53
-1
-1
-0.53"	-0.54	-0.54	-0.53	-0.53	-1	-1	-1	-1	-1
7133	HYUGAPRIMARY CARE	ヘルスケア	医療施設	46445800	0.7	2.3	"-1
-1
-1
-1
0.52"	0.13	-1	-1	-1	-1	-1	-1	-1	-1
4416	True Data	技術	Software—Application	5722700	0.9	3.8	"-0.8
-1
-1
-1
-0.8"	-0.8	-0.8	-1	-1	-1	-1	-1	-1	-1
