コード	企業名	市場	業種	注目度	上場日	想定価格	公開価格	初値予想	初値	仮条件min	仮条件max	代表者名	代表者の上場時の年齢	設立年	従業員数	株主数	資本金	上場時発行済株数	公開株式数	公募%	売り出し%	オーバーアロットメント%	調達資金使途	想定時価総額	オーナー株%	社長_株%	役員_株%	家族_株%	親会社_株%	従業員_株%	VC_ファンド_株%	VC_ファンド除く_株%	大株主
9342	スマサポ	東証グロース	サービス業	B	2022/12/29	760	800	2140	2250	720	800	小田 慎三（上場時53歳2カ月）／1969年生	53	2012	63	21	142499000	2361700	333500	45.0	42.0	13.0	ソフトウエア開発費用	1794892000	7.1	4.3	2.8	0	0	0	14.3	5.9	"(株)CABO DA ROCA	太田卓利氏の資産管理会社	790000	33.3
太田卓利	元親会社の大株主	583300	24.6
大東建託ﾊﾟｰﾄﾅｰｽﾞ(株)	資本業務提携先	140000	5.9
Hamagin DG Innovation投組	ベンチャーキャピタル（ファンド）	116700	4.9
小田慎三	代表取締役社長	102300	4.3
(株)DGﾍﾞﾝﾁｬｰｽﾞ	ベンチャーキャピタル（ファンド）	70000	3.0
藤井裕介	常務取締役	67300	2.8
太田玲	特別利害関係者など	63000	2.7
NEXT ONE(責)	特別利害関係者など	51700	2.2
みずほ成長支援第4号投組	ベンチャーキャピタル（ファンド）	51400	2.2
(株)三好不動産	特別利害関係者など	50000	2.1
みずほ成長支援第3号投組	ベンチャーキャピタル（ファンド）	50000	2.1
地域とﾄﾓﾆ1号投組	ベンチャーキャピタル（ファンド）	50000	2.1"
5246	ELEMENTS	東証グロース	情報・通信業	B	2022/12/27	150	160	220	312	150	160	久田 康弘（上場時37歳8カ月）／1985年生	37	2013	58	44	100000000	20096700	5218900	1.0	86.0	13.0	人件費	3014505000	42.3	34.4	7.9	0	0	4.4	18.2	0	"久田康弘	代表取締役など	7800000	34.4
UTEC3号投組	ベンチャーキャピタル（ファンド）	2166700	9.6
(株)BOC	特別利害関係者など	1560000	6.9
加藤寛之	従業員	1000000	4.4
山谷明洋	取締役	1000000	4.4
伊藤忠商事(株)	金融商品取引業者等	833300	3.7
上田八木短資(株)	特別利害関係者など	735300	3.2
ｺﾀｴﾙ信託(株)	新株予約権信託の受託者	666600	2.9
鶴岡章	取締役	483800	2.1
(株)電通国際情報ｻｰﾋﾞｽ	特別利害関係者など	416700	1.8
(株)大和証券ｸﾞﾙｰﾌﾟ本社	金融商品取引業者等	367600	1.6
長谷川敬起	従業員、関係会社取締役	329800	1.4
(株)ｾｿﾞﾝ・ﾍﾞﾝﾁｬｰｽﾞ	ベンチャーキャピタル（ファンド）	250000	1.1
みずほFinTech投組	ベンチャーキャピタル（ファンド）	250000	1.1
SMBCﾍﾞﾝﾁｬｰｷｬﾋﾟﾀﾙ2号投組	ベンチャーキャピタル（ファンド）	250000	1.1
(株)イオン銀行	特別利害関係者など	250000	1.1"
5247	BTM	東証グロース	情報・通信業	B	2022/12/27	1350	1500	2000	2118	1350	1500	田口 雅教（上場時41歳1カ月）／1981年生	41	2011	173	9	42672000	1327000	346600	41.8	45.1	13.0	人材採用費、新規拠点開設、借入金返済	1791450000	81.8	76.6	5.2	0	0	2.5	12.6	0	"yoshida investment(株)	代表取締役会長の資産管理会社	550000	42.5
吉田悟	代表取締役会長	183500	14.2
K&Pﾊﾟｰﾄﾅｰｽﾞ2号投組	ベンチャーキャピタル（ファンド）	162500	12.6
田口雅教	代表取締役社長兼CEO	145500	11.2
MTｲﾝﾍﾞｽﾄﾒﾝﾄ(株)	代表取締役社長の資産管理会社	112500	8.7
懸川高幸	取締役兼CFO	48000	3.7
小林愛子	執行役員	19000	1.5
播口暁	従業員	12000	0.9
青木学	従業員	10500	0.8
岡良一	従業員	10500	0.8"
7115	アルファパーチェス	東証スタンダード	卸売業	B	2022/12/26	850	880	1000	869	850	880	多田 雅之（上場時59歳10カ月）／1963年生	59	2010	240	29	52261000	9273500	2300000	43.5	43.5	13.0	設備投資	7882475000	83.0	5.7	2.2	0	75.1	0.5	1.5	0	"ｱｽｸﾙ(株)	親会社	6945000	75.1
ｱｽﾞﾜﾝ(株)	特別利害関係者など	824500	8.9
多田雅之	代表取締役社長兼CEO	352500	3.8
田辺孝夫	子会社の代表取締役、ｸﾞﾙｰﾌﾟCTO	176000	1.9
中川特殊鋼MROﾊﾟｰﾄﾅｰｽﾞ投組	ベンチャーキャピタル（ファンド）	137500	1.5
斎藤正弘	取締役CFO	100000	1.1
新日本実業(株)	特別利害関係者など	69000	0.8
佐藤徳久	執行役員	56500	0.6
松木伸男	特別利害関係者など	47000	0.5
土屋亙	執行役員	45000	0.5
中井規雄	従業員	45000	0.5"
7116	ダイワ通信	東証スタンダード	卸売業	B	2022/12/26	1690	1700	1800	1620	1600	1700	岩本 秀成（上場時56歳10カ月）／1966年生	56	2016	90	5	100000000	2707000	814800	0.0	87.0	13.0	-	4574830000	99.9	92.4	7.5	0	0	0	0	0	"IWAMOTOｱｾｯﾄﾏﾈｼﾞﾒﾝﾄ㈱	役員らが議決権の過半数を所有する会社	1381000	51.0
岩本秀成	代表取締役社長	1120000	41.4
前田憲司	常務取締役	120000	4.4
隈田佳孝	専務取締役	66000	2.4
多賀勝用	取締役	20000	0.7"
5075	アップコン	名証ネクスト	建設業	C	2022/12/26	1280	1280	1280	1000	1160	1280	松藤 展和（上場時64歳7カ月）／1958年生	64	2003	44	16	43000000	1399400	230000	43.5	43.5	13.0	広告宣伝費、設備投資、人材の採用・育成費用	1791232000	94.7	93.0	1.7	0	0	0	0	0	"松藤展和	代表取締役社長	862800	66.4
ｱｸｱﾌﾟﾚｺﾝ(株)	代表取締役社長の資産管理会社	167000	12.8
松藤真弓	代表取締役社長の配偶者	60000	4.6
松藤花梨	代表取締役社長の血族	60000	4.6
松藤南輝	代表取締役社長の血族	60000	4.6
千家道恵	代表取締役社長の血族、元取締役	24000	1.9
飯塚朋子	監査役	16000	1.2
桑田豪	取締役	12000	0.9
江間哲郎	監査役	12000	0.9
川口宏二	取締役	10000	0.8"
9340	アソインターナショナル	東証スタンダード	サービス業	B	2022/12/23	835	870	1000	1001	835	870	阿曽 敏正（上場時62歳4カ月）／1960年生	62	1988	65	2	10000000	4850000	1863000	45.6	41.3	13.0	設備資金、人材採用費・人件費、借入金返済、研究開発資金	4049750000	97.8	95.9	1.9	0	0	1.8	0	0	"(株)ASO	役員らが議決権の過半数を所有する会社	2800000	66.8
阿曽敏正	代表取締役社長	1200000	28.6
内山淳	取締役など	29000	0.7
詫麻礼久	取締役	28000	0.7
曽我雄作	従業員、子会社の監査役	24600	0.6
小林隆子	従業員	24600	0.6
加来裕一	従業員、子会社の代表取締役	22800	0.5
平野拓幹	従業員、子会社の取締役	22800	0.5
千葉実	従業員	18400	0.4
古川一也	従業員	6800	0.2"
9341	GENOVA	東証グロース	サービス業	A	2022/12/23	1760	1800	2200	1760	1640	1800	平瀬 智樹（上場時44歳10カ月）／1978年生	44	2005	273	40	115000000	16908100	3503900	20.8	66.2	13.0	採用費・教育費・人件費、営業拠点拡充資金	29758256000	58.4	56.0	2.4	0	0	0	8.4	0	"平瀬智樹	代表取締役社長	8248400	48.2
GENOVA従業員持株会	特別利害関係者など	2179600	12.7
(株)平瀬商店	役員らが議決権の過半数を所有する会社	1333200	7.8
ﾄﾞｺﾓ･ｲﾉﾍﾞｰｼｮﾝﾌｧﾝﾄﾞ投組	ベンチャーキャピタル（ファンド）	800000	4.7
ﾀｲﾑｽﾞｲﾉﾍﾞｰｼｮﾝｷｬﾋﾟﾀﾙ(同)	ベンチャーキャピタル（ファンド）	640000	3.7
提橋由幾	取締役	412000	2.4
青山圭秀	特別利害関係者など	400000	2.3
石田克史	特別利害関係者など	400000	2.3
(株)ｸﾚﾃﾞｨｾｿﾞﾝ	特別利害関係者など	340000	2.0
(株)LEOC	特別利害関係者など	240000	1.4"
5836	エージェント・インシュアランス・グループ	名証メイン	保険業	C	2022/12/22	640	640	750	600	600	640	一戸 敏（上場時54歳10カ月）／1968年生	54	2001	137	39	231264000	2316000	402500	87.0	0.0	13.0	採用費・人件費、広告宣伝費、支店開設・支店開設に係る活動費など	1482240000	25.2	23.4	1.8	0	0	0	0	56.6	"住友生命保険(相)	その他の関係会社、資本提携先	881500	44.8
(株)ｻﾞ･ﾌｧｰｽﾄﾄﾞｱ	役員らが議決権の過半数を所有する会社	415600	21.1
東京海上日動火災保険(株)	資本提携先	196000	10.0
川野潤子	特別利害関係者など	66650	3.4
一戸敏	代表取締役社長など	44400	2.3
高橋真喜子	専務上級執行役員	35500	1.8
富野喜幸	特別利害関係者など	35400	1.8
東京海上日動あんしん生命保険(株)	資本提携先	35000	1.8
篠原敬一	特別利害関係者など	25000	1.3
樋口剛	特別利害関係者など	20300	1.0"
5244	jig.jp	東証グロース	情報・通信業	B	2022/12/22	310	340	510	476	310	340	占部 哲之（上場時52歳9カ月）／1970年生	52	2003	65	23	877012000	42054000	3789700	1.5	85.5	13.0	採用費・人件費	13036740000	48.9	2.2	46.7	0	0	0	37.6	0	"福野泰介	取締役会長	10681500	23.4
ｲﾝｷｭﾍﾞｲﾄｷｬﾋﾟﾀﾙ5号投組	ベンチャーキャピタル（ファンド）	10500000	22.9
赤浦徹	取締役	5412000	11.8
岸周平	取締役	5277000	11.5
WiL Fund I, L.P.	ベンチャーキャピタル（ファンド）	4195500	9.2
蜂屋浩一	新株予約権信託の受託者	3750000	8.2
B Dash Fund3号投組	ベンチャーキャピタル（ファンド）	2517000	5.5
占部哲之	代表取締役社長	642000	1.4
(株)ｾﾚｽ	特別利害関係者など	418500	0.9
野沢知史	元取締役	405000	0.9
(有)ｼﾞｭﾉｰ･ｱﾝﾄﾞ･ｶﾝﾊﾟﾆｰ	ｾﾚｽ代表取締役社長の資産管理会社	375000	0.8"
