コード	企業名	市場	業種	注目度	上場日	想定価格	公開価格	初値予想	初値	仮条件min	仮条件max	代表者名	代表者の上場時の年齢	設立年	従業員数	株主数	資本金	上場時発行済株数	公開株式数	公募%	売り出し%	オーバーアロットメント%	調達資金使途	想定時価総額	オーナー株%	社長_株%	役員_株%	家族_株%	親会社_株%	従業員_株%	VC_ファンド_株%	VC_ファンド除く_株%	大株主
3974	ティビィシィ・スキヤツト	JASDAQスタンダード	情報・通信業	B	2016/12/27	1340	1400	5000	4500	1300	1400	安田 茂幸 （上場時67歳0カ月）／1949年生	67	1969	120	191	200000000	1820000	250000	56.0	32.0	12.0	販売時点情報管理(POS)レジ顧客管理システムなど設備投資	2438800000	38.9	37.0	1.9	0	0	0	0	0	"斎藤 静枝	代表取締役会長	604728	33.2
(株)ﾃｨﾋﾞｨｼｨ・ｽｷﾔﾂﾄ	自己株式	545024	29.9
ｷﾔﾉﾝﾏｰｹﾃｨﾝｸﾞｼﾞｬﾊﾟﾝ(株)	特別利害関係者など	93812	5.2
富国生命保険(相)	特別利害関係者など	68000	3.7
安田 茂幸	代表取締役社長、子会社の取締役	40520	2.2
東京海上日動火災保険(株)	特別利害関係者など	36000	2.0
田中 秀幸	子会社の取締役	21200	1.2
斎藤 武士	代表取締役社長の血族	16200	0.9
石塚 久美雄	特別利害関係者など	13200	0.7
斎藤 悦代	代表取締役社長の血族	12900	0.7
古沢 誠一	常務取締役	12000	0.7"
3969	エイトレッド	マザーズ	情報・通信業	B	2016/12/22	1800	1800	4000	4210	1700	1800	稲瀬 敬一 （上場時46歳0カ月）／1970年生	46	2007	44	2	100000000	2200000	690000	29.0	58.0	13.0	パッケージ製品の開発や改良などを目的とした設備投資	3960000000	77.0	0.3	0.4	0	76.3	1.0	0	0	"(株)ｿﾌﾄｸﾘｴｲﾄHD	親会社	1600000	76.3
SCSK(株)	その他の関係会社	400000	19.1
稲瀬 敬一	代表取締役社長	5800	0.3
佐藤 淳	取締役CFO	4600	0.2
丸山 嘉伸	取締役	4600	0.2
青木 健一	従業員	4600	0.2
千林 正太郎	従業員	4600	0.2
平田 圭	従業員	4600	0.2
鈴木 大智	従業員	4200	0.2
角川 雄一	従業員	4200	0.2"
3477	フォーライフ	マザーズ	不動産業	C	2016/12/22	2280	2280	3000	3000	2180	2280	奥本 健二 （上場時53歳6カ月）／1963年生	53	1996	44	9	50000000	965000	273000	23.8	63.4	12.8	事業用地の仕入れ	2200200000	98.0	97.0	1.0	0	0	0.5	0	0	"奥本 健二	代表取締役社長執行役員	873000	97.0
従業員持ち株会	特別利害関係者など	13500	1.5
中村 仁	取締役専務執行役員	4500	0.5
高橋 効志	取締役執行役員	4500	0.5
井上 広明	従業員	900	0.1
柳町 英之	従業員	900	0.1
堀 かほる	従業員	900	0.1
森金 晋一	従業員	900	0.1
佐々木 康人	従業員	900	0.1"
3970	イノベーション	マザーズ	情報・通信業	B	2016/12/21	2570	2770	7000	8700	2570	2770	富田 直人 （上場時51歳10カ月）／1965年生	51	2000	77	9	98616000	852600	228300	67.3	19.7	13.0	運転資金	2191182000	79.5	70.6	8.9	0	0	6.5	0	0	"富田 直人	代表取締役社長	497000	58.8
(株)NTI	役員らが議決権の過半数を所有する会社	100000	11.8
(株)日経BP	特別利害関係者など	70000	8.3
岸本 真行	取締役	45000	5.3
(株)ﾘﾝｸｱﾝﾄﾞﾓﾁﾍﾞｰｼｮﾝ	特別利害関係者など	21000	2.5
遠藤 俊一	取締役	20000	2.4
長谷川 正和	取締役	10000	1.2
関口 陽一	従業員	8000	0.9
斉藤 和馬	従業員	7000	0.8
宮村 佳祐	従業員	7000	0.8
川上 明	従業員	7000	0.8
安部 弘樹	従業員	7000	0.8
内田 雅人	従業員	7000	0.8
沢田 統吉	従業員	7000	0.8
山北 正晃	従業員	7000	0.8"
6541	グレイステクノロジー	マザーズ	サービス業	B	2016/12/21	3010	3100	5200	7130	3000	3100	松村 幸治 （上場時61歳9カ月）／1955年生	61	2000	43	10	10000000	1056000	280100	54.8	32.1	13.0	運転資金（採用費、人件費、広告宣伝費）	3178560000	57.5	51.6	5.9	0	0	0	23.0	0	"松村 幸治	代表取締役	381300	33.3
NMC(株)	代表取締役が議決権の過半数を持つ会社	210000	18.3
SBIｲﾝｷｭﾍﾞｰｼｮﾝ(株)	ベンチャーキャピタル（ファンド）	180000	15.7
ｸﾞﾚｲｽﾃｸﾉﾛｼﾞｰ(株)	自己株式	154800	13.5
村田 斉	取締役	67800	5.9
SBIﾍﾞﾝﾁｬｰ企業成長支援3号	ベンチャーキャピタル（ファンド）	26700	2.3
SBIﾍﾞﾝﾁｬｰ企業成長支援4号	ベンチャーキャピタル（ファンド）	19200	1.7
SBIｱﾄﾞﾊﾞﾝｽﾄ･ﾃｸﾉﾛｼﾞｰ1号	ベンチャーキャピタル（ファンド）	14700	1.3
SBIﾍﾞﾝﾁｬｰ企業成長支援2号	ベンチャーキャピタル（ファンド）	13800	1.2
SBIﾍﾞﾝﾁｬｰ企業成長支援	ベンチャーキャピタル（ファンド）	9600	0.8"
3968	セグエグループ	JASDAQスタンダード	情報・通信業	C	2016/12/21	1650	1700	4000	5500	1600	1700	愛須 康之 （上場時50歳5カ月）／1966年生	50	2014	15	33	318000000	1347000	241500	74.5	12.4	13.0	借入金返済・社債償還、保守用機器などの購入、基幹システムのソフトウエア構築、セキュリティー製品の開発、本社移転費用	2222550000	10.5	10.5	0	0	0	1.3	0	0	"愛須 康之	代表取締役社長、子会社の役員	476800	37.8
日商ｴﾚｸﾄﾛﾆｸｽ(株)	特別利害関係者など	272000	21.5
(有)ｴｰﾃﾞｨｰｼｰ	役員らが議決権の過半数を所有する会社	132100	10.5
従業員持ち株会	特別利害関係者など	52500	4.2
田中 健一郎	取締役、子会社の役員	38100	3.0
(株)ｵｰﾋﾞｯｸ	特別利害関係者など	24000	1.9
佐伯 知輝	特別利害関係者など	17600	1.4
山田 巻治	子会社の従業員	15900	1.3
ｻｲﾊﾞｰｿﾘｭｰｼｮﾝｽﾞ(株)	特別利害関係者など	15000	1.2
福田 泰福	取締役、子会社の役員	13300	1.1"
3556	リネットジャパングループ	マザーズ	小売業	B	2016/12/20	1620	1830	3000	3530	1690	1830	黒田 武志 （上場時51歳1カ月）／1965年生	51	2000	60	30	444000000	1734900	287500	45.2	41.7	13.0	各種システム投資	2810538000	58.1	58.1	0	0	0	0	12.4	0	"黒田 武志	代表取締役	960200	52.7
(株)TKｺｰﾎﾟﾚｰｼｮﾝ	役員らが議決権の過半数を所有する会社	99000	5.4
MICｲﾉﾍﾞｰｼｮﾝ3号投組	ベンチャーキャピタル（ファンド）	95000	5.2
坂本 孝	特別利害関係者など	50000	2.7
豊田通商(株)	特別利害関係者など	44300	2.4
SBIﾍﾞﾝﾁｬｰ企業成長支援3号	ベンチャーキャピタル（ファンド）	41143	2.3
ﾘﾈｯﾄｼﾞｬﾊﾟﾝｸﾞﾙｰﾌﾟ(株)	自己株式	39000	2.1
ﾊﾞﾘｭｰｱｯﾌﾟ投組	ベンチャーキャピタル（ファンド）	31200	1.7
(株)ﾊｰﾄﾞｵﾌｺｰﾎﾟﾚｰｼｮﾝ	特別利害関係者など	30000	1.6
NVCC7号投組	ベンチャーキャピタル（ファンド）	30000	1.6
共立ｷｬﾋﾟﾀﾙ(株)	ベンチャーキャピタル（ファンド）	30000	1.6
(株)百五銀行	特別利害関係者など	30000	1.6"
6540	船場	東証2部	サービス業	B	2016/12/19	1290	1290	1193	1193	1200	1290	栗山 浩一 （上場時54歳7カ月）／1962年生	54	1962	408	121	96000000	9785000	2415000	43.5	43.5	13.0	運転資金、設備資金、借入金返済	12622650000	69.7	69.4	0.3	0	0	0.2	0	0	"(株)リヤ興産	役員らが議決権の過半数を所有する会社	4905000	46.8
栗山 浩一	代表取締役社長、子会社取締役	1140000	10.9
(株)船場	自己株式	865000	8.3
従業員持ち株会	特別利害関係者など	848800	8.1
栗山 嘉子	代表取締役社長の配偶者	555000	5.3
栗山 茂	代表取締役社長の血族、取締役、子会社取締役	430000	4.1
広沢 敦子	代表取締役社長の血族	240000	2.3
中村 哲也	従業員	12500	0.1
立花 尚登	従業員	12500	0.1
伊藤 進悟	取締役常務執行役員、子会社取締役	12500	0.1
小山 秀雄	取締役執行役員、子会社取締役	12500	0.1
千田 浩一	取締役常務執行役員	12500	0.1"
7316	ＺＭＰ	マザーズ	輸送用機器	延期	2016/12/19	760				760	1040	谷口 恒 （上場時52歳5カ月）／1964年生	52	2001	49	35	545795000	41163000	9951500	23.8	63.1	13.0	研究開発費や運転資金および人件費	31283880000	25.4	22.6	2.8	0	0	0	48.2	0	"谷口 恒	代表取締役社長	9788000	22.6
Intel Capital Corporat	ベンチャーキャピタル（ファンド）	6400000	14.8
先端技術産業創造投資	ベンチャーキャピタル（ファンド）	5600000	12.9
FVCｸﾞﾛｰｽ二号投資事業	ベンチャーキャピタル（ファンド）	2400000	5.5
ｼﾞｬﾌｺV1-B号投資事業	ベンチャーキャピタル（ファンド）	2170000	5.0
(株)JVCｹﾝｳｯﾄﾞ	取引先	2000000	4.6
日本再興成長戦略第1号	ベンチャーキャピタル（ファンド）	1740000	4.0
富士ｴﾚｸﾄﾛﾆｸｽ(株)	取引先	1600000	3.7
(株)小松製作所	取引先	1332000	3.1
ｼﾞｬﾌｺV1-A号投資事業	ベンチャーキャピタル（ファンド）	1300000	3.0
西村 明浩	取締役	1204000	2.8
ｼﾞｬﾌｺV1-ｽﾀｰ投資事業	ベンチャーキャピタル（ファンド）	1300000	3.0"
7192	日本モーゲージサービス	JASDAQスタンダード	その他金融業	B	2016/12/19	2010	2010	2500	2810	1810	2010	鵜沢 泰功 （上場時61歳7カ月）／1955年生	61	2005	52	42	503000000	2324000	421600	71.2	15.8	13.0	運転資金、システム改修などを行うための設備資金	4671240000	30.6	30.6	0	0	0	0	21.8	0	"(株)ﾋﾞﾙﾀﾞｰｽﾞｼｽﾃﾑ研究所	役員らが議決権の過半数を所有する会社	460000	22.7
ﾃｨｰ･ﾊﾝｽﾞｵﾝ1号投資	ベンチャーキャピタル（ファンド）	280000	13.8
(株)日本ﾚｼﾞﾃﾞﾝｼｬﾙﾌｧﾝﾄﾞ	役員らが議決権の過半数を所有する会社	160000	7.9
三井住友海上火災保険(株)	特別利害関係者など	124000	6.1
(株)ﾒｰﾌﾟﾙﾘｰﾌ	特別利害関係者など	120000	5.9
(株)ｱｰﾙｼｰｺｱ	特別利害関係者など	80000	4.0
OMｿｰﾗｰ(株)	特別利害関係者など	80000	4.0
(株)OSCAR	特別利害関係者など	80000	4.0
あいおいﾆｯｾｲ同和損害保険(株)	特別利害関係者など	80000	4.0
東京海上日動火災保険(株)	特別利害関係者など	80000	4.0
三菱UFJｷｬﾋﾟﾀﾙ2号投資	ベンチャーキャピタル（ファンド）	80000	4.0
みずほ成長支援投資	ベンチャーキャピタル（ファンド）	80000	4.0"
