コード	企業名	市場	業種	注目度	上場日	想定価格	公開価格	初値予想	初値	仮条件min	仮条件max	代表者名	代表者の上場時の年齢	設立年	従業員数	株主数	資本金	上場時発行済株数	公開株式数	公募%	売り出し%	オーバーアロットメント%	調達資金使途	想定時価総額	オーナー株%	社長_株%	役員_株%	家族_株%	親会社_株%	従業員_株%	VC_ファンド_株%	VC_ファンド除く_株%	大株主
3170	アイセイ薬局	JASDAQスタンダード		B	2011/12/22	3460	3460	3500	3460	3300	3460	岡村　幸彦／S34年生	52	2000	1204	38	1228880000	1140000	286300	87.0	0.0	13.0	出店資金、借入金返済	3944400000	30.4	30.4	0	0	0	0	9.7	0	"岡村　幸彦	代表取締役社長執行役員	299500	30.4
（株）望未	特別利害関係者等	180000	18.3
メディパルホールディングス	特別利害関係者等	180000	18.3
中央エム・リース	特別利害関係者等	90000	9.1
ＳＭＢＣキャピタル８号	ベンチャーキャピタル（ファンド）	42500	4.3
クオール	特別利害関係者等	30000	3.0
ＤＢＪキャピタル１号	ベンチャーキャピタル（ファンド）	30000	3.0
ＪＡ三井リース	特別利害関係者等	25000	2.5
三井住友銀行成長企業投資信託口  受託者ソシエテジェネラル信託銀行	ベンチャーキャピタル（ファンド）	23500	2.4
日比谷通商	特別利害関係者等	12500	1.3
日本メックス	特別利害関係者等	12500	1.3"
3169	ミサワ	マザーズ		B	2011/12/22	860	860	1300	1209	760	860	三沢　太／S35年生	51	1959	251	62	20000000	1980000	690000	55.1	31.9	13.0	基幹システムのソフトウエアライセンス更新、新店出店に伴う設備投資	1702800000	88.9	76.2	12.7	0	0	7.3	0	0	"三沢　太	代表取締役社長	1340000	76.2
飯塚　智香	取締役	140000	8.0
尾張　睦	従業員	112000	6.4
大塚　幸江	取締役	72000	4.1
従業員持ち株会	特別利害関係者等	51700	2.9
鈴木　裕之	取締役	10300	0.6
川上　和人	従業員	4000	0.2
川原　多恵子	従業員	4000	0.2
藤城　智子	従業員	4000	0.2
二神　種明	従業員	1600	0.1
栗栖　博文	従業員	1600	0.1
田中　圭一郎	従業員	1600	0.1"
9206	スターフライヤー	東証2部		A	2011/12/21	3180	3180	3800	5500	2900	3180	米原　慎一／S25年生	61	2002	488	467	1000000000	1402820	230000	60.9	26.1	13.0	航空機材の購入	4460967600	0	0	0	0	0	0	23.7	0	"DCM IV, L.P.	ベンチャーキャピタル（ファンド）	237959	17.3
ＴＯＴＯ	特別利害関係者等	70000	5.1
安川電機	特別利害関係者等	45330	3.3
北九州エアターミナル	特別利害関係者等	40000	2.9
九州電力	特別利害関係者等	35000	2.5
大和証券	金融商品取引業者	30000	2.2
大和証券ＳＭＢＣプリンシパル・インベストメンツ	ベンチャーキャピタル（ファンド）、金融商品取引業者の人的・資本的関係会社	30000	2.2
日産自動車	特別利害関係者等	30000	2.2
福山通運	特別利害関係者等	27507	2.0
ＮＩＦグローバルファンド	ベンチャーキャピタル（ファンド）	27294	2.0"
4977	新田ゼラチン	東証2部	-	B	2011/12/20	570	500	462	462	500	570	曽我　憲道／S23年生	63	1945	600	237	875000000	15514874	4170000	71.9	15.1	13.0	生産設備	8843478180	5.0	0	5.0	0	0	0	0	0	"アイビーピー	資本的関係会社	3196316	25.1
ニッタ	特別利害関係者等	840014	6.6
三菱東京ＵＦＪ銀行	特別利害関係者等	621074	4.9
三井住友銀行	特別利害関係者等	600286	4.7
（有）以和貴	特別利害関係者等	441000	3.5
従業員持ち株会	特別利害関係者等	409800	3.2
新田  精一	取締役の血族、資本的関係会社の役員	398226	3.1
石塚産業	特別利害関係者等	382014	3.0
りそな銀行	特別利害関係者等	334672	2.6
新田  浩士	取締役執行役員、資本的関係会社の役員	239474	1.9"
4583	カイオム・バイオサイエンス	マザーズ		B	2011/12/20	2700	2700	2000	2480	2100	2700	藤原　正明／S36年生	50	2005	29	58	784500000	2046000	893500	21.0	65.9	13.0	研究機器の購入、研究施設移転に伴う研究設備の拡充や移転費用、研究開発費	5524200000	20.9	10.2	10.7	0	0	5.0	34.8	0	"ファストトラックイニシアティブ１号	ベンチャーキャピタル（ファンド）	418000	18.9
藤原　正明	代表取締役社長	225000	10.2
オリンパスビジネスクリエイツ	特別利害関係者等	190000	8.6
太田　邦史	取締役	125000	5.7
清田　圭一	取締役	110000	5.0
瀬尾　秀宗	従業員	110000	5.0
三井住友海上Ｃ2005Ｖ	ベンチャーキャピタル（ファンド）	80000	3.6
ＮＦＰ－ＡＦ１号	ベンチャーキャピタル（ファンド）	70000	3.2
アイ・シグマ東京ベンチャー１号	ベンチャーキャピタル（ファンド）	70000	3.2
安田企業投資４号	ベンチャーキャピタル（ファンド）	66700	3.0
みずほキャピタル第３号	ベンチャーキャピタル（ファンド）	63300	2.9"
6055	ジャパンマテリアル	東証2部		B	2011/12/19	2800	2650	2600	2440	2500	2800	田中　久男／S22年生	64	1997	324	57	180300000	2652720	669400	40.3	46.6	13.0	設備投資	7427616000	58.2	23.7	34.5	0	0	0	0	0	"田中　久男	代表取締役社長	564300	23.7
田中　智和	取締役	441300	18.5
従業員持ち株会	特別利害関係者等	187200	7.9
為国　正人	取締役、子会社取締役	180720	7.6
喜多　照幸	監査役	156960	6.6
伊藤　徳一	特別利害関係者等	150000	6.3
指野　俊浩	子会社取締役	72000	3.0
佐々木　弘明	子会社取締役	69240	2.9
東芝	特別利害関係者等	60000	2.5
百五銀行	特別利害関係者等	60000	2.5
滝口　勝彦	取締役	60000	2.5
石井　国義	特別利害関係者等	60000	2.5"
6619	ダブル・スコープ	マザーズ		A	2011/12/16	2900	2500	2300	2300	2500	2800	崔　元根／S38年生	48	2005	113	97	2390880000	14171600	2813000	53.4	33.5	13.0	生産ライン設備の増設	41097640000	18.9	18.9	0	0	0	0	30.8	0	"崔　元根(Choi WonKun)	代表取締役社長	2533500	18.9
TNPオンザロード１号	ベンチャーキャピタル（ファンド）	2010000	15.0
TNP　SC ASIA 第1号	ベンチャーキャピタル（ファンド）	715000	5.3
金　廷龍(Kim JungYong)	特別利害関係者等	601500	4.5
伊藤忠商事	特別利害関係者等	600000	4.5
The Fourth Partner’s Investment Fund	ベンチャーキャピタル（ファンド）	461500	3.4
朴　宗燦(Park JongChan)	特別利害関係者等	395500	2.9
SVIC No. 15  NEW TECHNOLOGY BUSINESS INVESTMENT	ベンチャーキャピタル（ファンド）	369000	2.8
ニッセイ・キャピタル４号	ベンチャーキャピタル（ファンド）	290500	2.2
ジャフコ・スーパーＶ３共有	ベンチャーキャピタル（ファンド）	283500	2.1"
3659	ネクソン	東証1部	-	S	2011/12/14	1360	1300	1400	1307	1200	1400	崔　承祐（チェ　スンウ）／S43年生	43	2002	3240	404	6636706000	425388900	75357500	92.9	0.1	7.0	サーバーやビル建設などの設備投資、借入金返済、長期前払い費用など	578528904000	71.1	71.1	0	0	0	0	0	0	"エヌエックスシーコーポレーション	親会社、創業者の投資会社	252631400	66.9
エヌエックスエムエイチ・ビー・ブイ・ビー・エー	兄弟会社	17020000	4.5
ソ　ミン（徐　旻）	取締役、子会社の代表取締役、子会社の取締役	11857500	3.1
キム　サンボン	特別利害関係者等	9000000	2.4
エヌエックスエムエイチ・ビー・ブイ	兄弟会社	8349200	2.2
イ　スンチャン	特別利害関係者等	6334400	1.7
チェ　スンウ（崔　承祐）	代表取締役社長、子会社の代表取締役、子会社の取締役	4307500	1.1
子供図書館文化財団	特別利害関係者等	4000000	1.1
キム　ジンマン	特別利害関係者等	3933900	1.0
ジュ　ミンヨン	特別利害関係者等	3613600	1.0"
3277	サンセイライディック	JASDAQスタンダード		B	2011/12/13	600	500	500	470	500	600	松崎　隆司／S45年生	41	1976	116	140	50000000	6900000	1897500	47.4	39.5	13.0	販売用不動産の取得資金	4140000000	51.3	24.6	26.7	0	0	0	5.0	0	"松崎　隆司	代表取締役社長、子会社役員	1603100	24.6
松浦　正二	専務取締役、子会社役員	580600	8.9
小沢　順子	特別利害関係者等	580000	8.9
天野　智子	取締役	579600	8.9
伊佐治　順子	取締役	579600	8.9
中川　好正	特別利害関係者等	500200	7.7
従業員持ち株会	特別利害関係者等	295000	4.5
ジャフコ・スーパーV3共有	ベンチャーキャピタル（ファンド）	163500	2.5
ネオステラ1号	ベンチャーキャピタル（ファンド）	163500	2.5
小沢　由佳	特別利害関係者等	155000	2.4
小沢　勇介	特別利害関係者等	155000	2.4
小沢　亮介	特別利害関係者等	155000	2.4
小沢　謙伍	特別利害関係者等	155000	2.4"
6054	リブセンス	マザーズ		A	2011/12/07	990	990	1800	1800	900	990	村上　太一／S61年生	25	2006	36	36	15000000	3450000	753200	59.7	27.2	13.0	人件費などの運転資金や投資資金、システム開発などの設備資金	3415500000	89.1	73.8	15.3	0	0	6.4	0	0	"村上　太一	代表取締役社長	2270000	73.8
桂　大介	取締役	450000	14.6
吉田　健太郎	従業員	180000	5.8
舛岡秀樹事務所	特別利害関係者等	32000	1.0
中島　正三	特別利害関係者等	32000	1.0
岩崎　優一	取締役	21600	0.7
柴崎　友哉	従業員	18000	0.6
遠藤　彰二	特別利害関係者等	12000	0.4
阿久津　操	監査役	12000	0.4
尾崎　充	監査役	12000	0.4"
