2025-05-13	00:00	一蔵	6186	2025年３月期　決算短信〔日本基準〕（連結）	/disc/61860/140120250512543005.pdf
2025-05-13	00:00	一蔵	6186	個別業績の前期実績値との差異に関するお知らせ	/disc/61860/140120250512543043.pdf
2025-05-13	00:00	一蔵	6186	通期業績予想値と実績値との差異に関するお知らせ	/disc/61860/140120250512543017.pdf
2025-02-10	00:00	一蔵	6186	2025年３月期 第３四半期決算短信〔日本基準〕（連結）	/disc/61860/140120250206565638.pdf
2024-11-08	00:00	一蔵	6186	2025年３月期 第２四半期（中間期）決算短信〔日本基準〕（連結）	/disc/61860/140120241107515132.pdf
2024-11-08	00:00	一蔵	6186	業績予想及び配当予想の修正に関するお知らせ	/disc/61860/140120241107515138.pdf
2024-08-08	00:00	一蔵	6186	2025年３月期 第１四半期決算短信〔日本基準〕（連結）	/disc/61860/140120240802561132.pdf
2024-05-13	00:00	一蔵	6186	2024年３月期　決算短信〔日本基準〕（連結）	/disc/61860/140120240509586334.pdf
2024-05-13	00:00	一蔵	6186	繰延税金資産の計上及び通期業績予想値と実績値との差異に関するお知らせ	/disc/61860/140120240511590916.pdf
2024-05-13	00:00	一蔵	6186	個別業績の前期実績値との差異に関するお知らせ	/disc/61860/140120240511590918.pdf
2024-02-09	00:00	一蔵	6186	2024年３月期 第３四半期決算短信〔日本基準〕（連結）	/disc/61860/140120240207528961.pdf
2024-02-09	00:00	一蔵	6186	業績予想の修正に関するお知らせ	/disc/61860/140120240208530815.pdf
2023-11-09	00:00	一蔵	6186	2024年３月期 第２四半期決算短信〔日本基準〕（連結）	/disc/61860/140120231106580246.pdf
2023-08-08	00:00	一蔵	6186	2024年３月期 第１四半期決算短信〔日本基準〕（連結）	/disc/61860/140120230803533859.pdf
2023-05-12	00:00	一蔵	6186	2023年３月期　決算短信〔日本基準〕（連結）	/disc/61860/140120230511567727.pdf
2023-02-09	00:00	一蔵	6186	2023年３月期 第３四半期決算短信〔日本基準〕（連結）	/disc/61860/140120230207502150.pdf
2022-11-09	00:00	一蔵	6186	2023年３月期 第２四半期決算短信〔日本基準〕（連結）	/disc/61860/140120221108558716.pdf
2022-08-08	00:00	一蔵	6186	2023年３月期 第１四半期決算短信〔日本基準〕（連結）	/disc/61860/140120220805513671.pdf
2022-05-13	00:00	一蔵	6186	2022年３月期　決算短信〔日本基準〕（連結）	/disc/61860/140120220512544682.pdf
2022-05-13	00:00	一蔵	6186	通期連結業績予想と実績値との差異、個別業績の前期実績値との差異に関するお知らせ	/disc/61860/140120220512544712.pdf
