日付	書類	期	連単	区分	四半期	項目名	タグ	値	単位	表示	コンテキスト	出所
2022-10-14		当期第3四半期累計				書類名	DocumentName			第３四半期決算短信〔日本基準〕(非連結)	CurrentAccumulatedQ3Instant	/disc/73880/081220221012543543_tse-qnedjpsm-73880-20221014373880-ixbrl.htm
2022-10-14		当期第3四半期累計				提出日	FilingDate			2022年10月14日	CurrentAccumulatedQ3Instant	/disc/73880/081220221012543543_tse-qnedjpsm-73880-20221014373880-ixbrl.htm
2022-10-14		当期第3四半期累計				会社名	CompanyName			株式会社ＦＰパートナー	CurrentAccumulatedQ3Instant	/disc/73880/081220221012543543_tse-qnedjpsm-73880-20221014373880-ixbrl.htm
2022-10-14		当期第3四半期累計					TokyoStockExchange			東	CurrentAccumulatedQ3Instant	/disc/73880/081220221012543543_tse-qnedjpsm-73880-20221014373880-ixbrl.htm
2022-10-14		当期第3四半期累計				証券コード	SecuritiesCode			73880	CurrentAccumulatedQ3Instant	/disc/73880/081220221012543543_tse-qnedjpsm-73880-20221014373880-ixbrl.htm
2022-10-14		当期第3四半期累計				URL	URL			https://fpp.jp/	CurrentAccumulatedQ3Instant	/disc/73880/081220221012543543_tse-qnedjpsm-73880-20221014373880-ixbrl.htm
2022-10-14		当期第3四半期累計				代表者の役職	TitleRepresentative			代表取締役社長	CurrentAccumulatedQ3Instant	/disc/73880/081220221012543543_tse-qnedjpsm-73880-20221014373880-ixbrl.htm
2022-10-14		当期第3四半期累計				代表者名	NameRepresentative			黒木 勉	CurrentAccumulatedQ3Instant	/disc/73880/081220221012543543_tse-qnedjpsm-73880-20221014373880-ixbrl.htm
2022-10-14		当期第3四半期累計					TitleInquiries			専務取締役兼経営企画部長	CurrentAccumulatedQ3Instant	/disc/73880/081220221012543543_tse-qnedjpsm-73880-20221014373880-ixbrl.htm
2022-10-14		当期第3四半期累計					NameInquiries			田中 克幸	CurrentAccumulatedQ3Instant	/disc/73880/081220221012543543_tse-qnedjpsm-73880-20221014373880-ixbrl.htm
2022-10-14		当期第3四半期累計					Tel			03－6801－5430	CurrentAccumulatedQ3Instant	/disc/73880/081220221012543543_tse-qnedjpsm-73880-20221014373880-ixbrl.htm
2022-10-14		当期第3四半期累計					QuarterlyStatementFilingDateAsPlanned			2022年10月14日	CurrentAccumulatedQ3Instant	/disc/73880/081220221012543543_tse-qnedjpsm-73880-20221014373880-ixbrl.htm
2022-10-14		当期第3四半期累計					SupplementalMaterialOfQuarterlyResults			有	CurrentAccumulatedQ3Instant	/disc/73880/081220221012543543_tse-qnedjpsm-73880-20221014373880-ixbrl.htm
2022-10-14		当期第3四半期累計					ConveningBriefingOfQuarterlyResults			無	CurrentAccumulatedQ3Instant	/disc/73880/081220221012543543_tse-qnedjpsm-73880-20221014373880-ixbrl.htm
2022-10-14		当期第3四半期累計					NoteToFractionProcessingMethod			(百万円未満切捨て)	CurrentAccumulatedQ3Instant	/disc/73880/081220221012543543_tse-qnedjpsm-73880-20221014373880-ixbrl.htm
2022-10-14		当期第3四半期累計	単体	実績		売上高	NetSales	18739000000	JPY	18,739	CurrentAccumulatedQ3Duration_NonConsolidatedMember_ResultMember	/disc/73880/081220221012543543_tse-qnedjpsm-73880-20221014373880-ixbrl.htm
2022-10-14		当期第3四半期累計	単体	実績		営業利益	OperatingIncome	3265000000	JPY	3,265	CurrentAccumulatedQ3Duration_NonConsolidatedMember_ResultMember	/disc/73880/081220221012543543_tse-qnedjpsm-73880-20221014373880-ixbrl.htm
2022-10-14		当期第3四半期累計	単体	実績		経常利益	OrdinaryIncome	3270000000	JPY	3,270	CurrentAccumulatedQ3Duration_NonConsolidatedMember_ResultMember	/disc/73880/081220221012543543_tse-qnedjpsm-73880-20221014373880-ixbrl.htm
2022-10-14		当期第3四半期累計	単体	実績		当期純利益	NetIncome	1962000000	JPY	1,962	CurrentAccumulatedQ3Duration_NonConsolidatedMember_ResultMember	/disc/73880/081220221012543543_tse-qnedjpsm-73880-20221014373880-ixbrl.htm
2022-10-14		当期第3四半期累計	単体	実績		1株当たり当期純利益	NetIncomePerShare	196.25	JPYPerShares	196.25	CurrentAccumulatedQ3Duration_NonConsolidatedMember_ResultMember	/disc/73880/081220221012543543_tse-qnedjpsm-73880-20221014373880-ixbrl.htm
2022-10-14		当期第3四半期累計	単体	実績		経営成績の注記	NoteToOperatingResults			（注）１.2021年11月期第３四半期については四半期財務諸表を作成していないため、2021年11月期第３四半期の数値、 対前年同四半期増減率及び2022年11月期第３四半期の対前年同四半期増減率については記載しておりません。&#160;&#160;&#160;&#160;&#160; ２.潜在株式調整後１株当たり四半期純利益については、新株予約権は存在するものの、2022年11月期第３四半期 まで当社株式は非上場であり、期中平均株価が把握できないため記載しておりません。	CurrentAccumulatedQ3Duration_NonConsolidatedMember_ResultMember	/disc/73880/081220221012543543_tse-qnedjpsm-73880-20221014373880-ixbrl.htm
2022-10-14		当期第3四半期累計	単体	実績		総資産	TotalAssets	10123000000	JPY	10,123	CurrentAccumulatedQ3Instant_NonConsolidatedMember_ResultMember	/disc/73880/081220221012543543_tse-qnedjpsm-73880-20221014373880-ixbrl.htm
2022-10-14		当期第3四半期累計	単体	実績		純資産	NetAssets	4664000000	JPY	4,664	CurrentAccumulatedQ3Instant_NonConsolidatedMember_ResultMember	/disc/73880/081220221012543543_tse-qnedjpsm-73880-20221014373880-ixbrl.htm
2022-10-14		当期第3四半期累計	単体	実績		自己資本比率	CapitalAdequacyRatio	0.460	Pure	46.0	CurrentAccumulatedQ3Instant_NonConsolidatedMember_ResultMember	/disc/73880/081220221012543543_tse-qnedjpsm-73880-20221014373880-ixbrl.htm
2022-10-14		前期	単体	実績		総資産	TotalAssets	7878000000	JPY	7,878	PriorYearInstant_NonConsolidatedMember_ResultMember	/disc/73880/081220221012543543_tse-qnedjpsm-73880-20221014373880-ixbrl.htm
2022-10-14		前期	単体	実績		純資産	NetAssets	2702000000	JPY	2,702	PriorYearInstant_NonConsolidatedMember_ResultMember	/disc/73880/081220221012543543_tse-qnedjpsm-73880-20221014373880-ixbrl.htm
2022-10-14		前期	単体	実績		自己資本比率	CapitalAdequacyRatio	0.342	Pure	34.2	PriorYearInstant_NonConsolidatedMember_ResultMember	/disc/73880/081220221012543543_tse-qnedjpsm-73880-20221014373880-ixbrl.htm
2022-10-14		当期第3四半期累計	単体	実績		自己資本	OwnersEquity	4657000000	JPY	4,657	CurrentAccumulatedQ3Instant_NonConsolidatedMember_ResultMember	/disc/73880/081220221012543543_tse-qnedjpsm-73880-20221014373880-ixbrl.htm
2022-10-14		前期	単体	実績		自己資本	OwnersEquity	2695000000	JPY	2,695	PriorYearInstant_NonConsolidatedMember_ResultMember	/disc/73880/081220221012543543_tse-qnedjpsm-73880-20221014373880-ixbrl.htm
2022-10-14		前期	単体	実績	第2四半期末	1株当たり配当金	DividendPerShare	0.00	JPYPerShares	0.00	PriorYearDuration_SecondQuarterMember_NonConsolidatedMember_ResultMember	/disc/73880/081220221012543543_tse-qnedjpsm-73880-20221014373880-ixbrl.htm
2022-10-14		前期	単体	実績	期末	1株当たり配当金	DividendPerShare	0.00	JPYPerShares	0.00	PriorYearDuration_YearEndMember_NonConsolidatedMember_ResultMember	/disc/73880/081220221012543543_tse-qnedjpsm-73880-20221014373880-ixbrl.htm
2022-10-14		前期	単体	実績	合計	1株当たり配当金	DividendPerShare	0.00	JPYPerShares	0.00	PriorYearDuration_AnnualMember_NonConsolidatedMember_ResultMember	/disc/73880/081220221012543543_tse-qnedjpsm-73880-20221014373880-ixbrl.htm
2022-10-14		当期	単体	実績	第2四半期末	1株当たり配当金	DividendPerShare	0.00	JPYPerShares	0.00	CurrentYearDuration_SecondQuarterMember_NonConsolidatedMember_ResultMember	/disc/73880/081220221012543543_tse-qnedjpsm-73880-20221014373880-ixbrl.htm
2022-10-14		当期	単体	予想	期末	1株当たり配当金	DividendPerShare	0.00	JPYPerShares	0.00	CurrentYearDuration_YearEndMember_NonConsolidatedMember_ForecastMember	/disc/73880/081220221012543543_tse-qnedjpsm-73880-20221014373880-ixbrl.htm
2022-10-14		当期	単体	予想	合計	1株当たり配当金	DividendPerShare	0.00	JPYPerShares	0.00	CurrentYearDuration_AnnualMember_NonConsolidatedMember_ForecastMember	/disc/73880/081220221012543543_tse-qnedjpsm-73880-20221014373880-ixbrl.htm
2022-10-14		当期	単体	実績	合計	当四半期における配当予想の修正	CorrectionOfDividendForecastInThisQuarter			無	CurrentYearDuration_AnnualMember_NonConsolidatedMember_ResultMember	/disc/73880/081220221012543543_tse-qnedjpsm-73880-20221014373880-ixbrl.htm
2022-10-14		当期	単体	予想		業績予想の見出し	TitleForForecasts			３．2022年11月期の業績予想（2021年12月１日～2022年11月30日）	CurrentYearDuration_NonConsolidatedMember_ForecastMember	/disc/73880/081220221012543543_tse-qnedjpsm-73880-20221014373880-ixbrl.htm
2022-10-14		当期	単体	予想		売上高	NetSales	25108000000	JPY	25,108	CurrentYearDuration_NonConsolidatedMember_ForecastMember	/disc/73880/081220221012543543_tse-qnedjpsm-73880-20221014373880-ixbrl.htm
2022-10-14		当期	単体	予想		売上高の増減率	ChangeInNetSales	0.200	Pure	20.0	CurrentYearDuration_NonConsolidatedMember_ForecastMember	/disc/73880/081220221012543543_tse-qnedjpsm-73880-20221014373880-ixbrl.htm
2022-10-14		当期	単体	予想		営業利益	OperatingIncome	3634000000	JPY	3,634	CurrentYearDuration_NonConsolidatedMember_ForecastMember	/disc/73880/081220221012543543_tse-qnedjpsm-73880-20221014373880-ixbrl.htm
2022-10-14		当期	単体	予想		営業利益の増減率	ChangeInOperatingIncome	1.095	Pure	109.5	CurrentYearDuration_NonConsolidatedMember_ForecastMember	/disc/73880/081220221012543543_tse-qnedjpsm-73880-20221014373880-ixbrl.htm
2022-10-14		当期	単体	予想		経常利益	OrdinaryIncome	3636000000	JPY	3,636	CurrentYearDuration_NonConsolidatedMember_ForecastMember	/disc/73880/081220221012543543_tse-qnedjpsm-73880-20221014373880-ixbrl.htm
2022-10-14		当期	単体	予想		経常利益の増減率	ChangeInOrdinaryIncome	1.005	Pure	100.5	CurrentYearDuration_NonConsolidatedMember_ForecastMember	/disc/73880/081220221012543543_tse-qnedjpsm-73880-20221014373880-ixbrl.htm
2022-10-14		当期	単体	予想		当期純利益	NetIncome	2254000000	JPY	2,254	CurrentYearDuration_NonConsolidatedMember_ForecastMember	/disc/73880/081220221012543543_tse-qnedjpsm-73880-20221014373880-ixbrl.htm
2022-10-14		当期	単体	予想		当期純利益の増減率	ChangeInNetIncome	0.842	Pure	84.2	CurrentYearDuration_NonConsolidatedMember_ForecastMember	/disc/73880/081220221012543543_tse-qnedjpsm-73880-20221014373880-ixbrl.htm
2022-10-14		当期	単体	予想		1株当たり当期純利益	NetIncomePerShare	219.07	JPYPerShares	219.07	CurrentYearDuration_NonConsolidatedMember_ForecastMember	/disc/73880/081220221012543543_tse-qnedjpsm-73880-20221014373880-ixbrl.htm
2022-10-14		当期	単体	予想			CorrectionOfFinancialForecastInThisQuarter			有	CurrentYearDuration_NonConsolidatedMember_ForecastMember	/disc/73880/081220221012543543_tse-qnedjpsm-73880-20221014373880-ixbrl.htm
2022-10-14		当期	単体	予想		業績予想の注記	NoteToForecasts			２.１株当たり当期純利益は、公募株式数（1,500,000株）を含めた予定期中平均発行済株式数により算出してお ります。	CurrentYearDuration_NonConsolidatedMember_ForecastMember	/disc/73880/081220221012543543_tse-qnedjpsm-73880-20221014373880-ixbrl.htm
2022-10-14		当期第3四半期累計	単体	実績			ApplyingOfSpecificAccountingOfTheQuarterlyFinancialStatements			有	CurrentAccumulatedQ3Duration_NonConsolidatedMember_ResultMember	/disc/73880/081220221012543543_tse-qnedjpsm-73880-20221014373880-ixbrl.htm
2022-10-14		当期第3四半期累計	単体	実績		会計基準等の改正に伴う変更	ChangesBasedOnRevisionsOfAccountingStandard			有	CurrentAccumulatedQ3Duration_NonConsolidatedMember_ResultMember	/disc/73880/081220221012543543_tse-qnedjpsm-73880-20221014373880-ixbrl.htm
2022-10-14		当期第3四半期累計	単体	実績		それ以外の会計方針の変更	ChangesOtherThanOnesBasedOnRevisionsOfAccountingStandard			無	CurrentAccumulatedQ3Duration_NonConsolidatedMember_ResultMember	/disc/73880/081220221012543543_tse-qnedjpsm-73880-20221014373880-ixbrl.htm
2022-10-14		当期第3四半期累計	単体	実績		会計上の見積りの変更	ChangesInAccountingEstimates			無	CurrentAccumulatedQ3Duration_NonConsolidatedMember_ResultMember	/disc/73880/081220221012543543_tse-qnedjpsm-73880-20221014373880-ixbrl.htm
2022-10-14		当期第3四半期累計	単体	実績		修正再表示	RetrospectiveRestatement			無	CurrentAccumulatedQ3Duration_NonConsolidatedMember_ResultMember	/disc/73880/081220221012543543_tse-qnedjpsm-73880-20221014373880-ixbrl.htm
2022-10-14		当期第3四半期累計	単体	実績		期末発行済株式数(自己株式を含む)	NumberOfIssuedAndOutstandingSharesAtTheEndOfFiscalYearIncludingTreasuryStock	10000000	Shares	10,000,000	CurrentAccumulatedQ3Instant_NonConsolidatedMember_ResultMember	/disc/73880/081220221012543543_tse-qnedjpsm-73880-20221014373880-ixbrl.htm
2022-10-14		前期	単体	実績		期末発行済株式数(自己株式を含む)	NumberOfIssuedAndOutstandingSharesAtTheEndOfFiscalYearIncludingTreasuryStock	10000000	Shares	10,000,000	PriorYearInstant_NonConsolidatedMember_ResultMember	/disc/73880/081220221012543543_tse-qnedjpsm-73880-20221014373880-ixbrl.htm
2022-10-14		当期第3四半期累計	単体	実績		期中平均株式数	AverageNumberOfShares	10000000	Shares	10,000,000	CurrentAccumulatedQ3Duration_NonConsolidatedMember_ResultMember	/disc/73880/081220221012543543_tse-qnedjpsm-73880-20221014373880-ixbrl.htm
2022-10-14		当期				将来情報の利用に関する注意	NotesForUsingForecastedInformationAndOthers			（将来に関する記述等についてのご注意） 本資料に記載されている業績見通し等の将来に関する記述は、当社が現在入手している情報及び合理的である と判断する一定の前提に基づいており、その達成を当社として約束するものではありません。また、実際の業績 は様々な要因により大きく異なる可能性があります。なお、業績予想の前提となる条件及び業績予想のご利用に あたっての注意事項については、次頁以降の添付資料をご覧ください。（四半期決算補足説明資料の入手方法について） 四半期決算補足説明資料は、ＴＤｎｅｔで同日開示しています。	CurrentYearDuration	/disc/73880/081220221012543543_tse-qnedjpsm-73880-20221014373880-ixbrl.htm
2022-10-14		当期第3四半期累計					TokyoStockExchangePrime			false	CurrentAccumulatedQ3Instant	/disc/73880/081220221012543543_tse-qnedjpsm-73880-20221014373880-ixbrl.htm
2022-10-14		当期第3四半期累計					TokyoStockExchangeStandard			false	CurrentAccumulatedQ3Instant	/disc/73880/081220221012543543_tse-qnedjpsm-73880-20221014373880-ixbrl.htm
2022-10-14		当期第3四半期累計					TokyoStockExchangeGrowth			true	CurrentAccumulatedQ3Instant	/disc/73880/081220221012543543_tse-qnedjpsm-73880-20221014373880-ixbrl.htm
2022-10-14		当期第3四半期累計					TokyoStockExchange1stSection			false	CurrentAccumulatedQ3Instant	/disc/73880/081220221012543543_tse-qnedjpsm-73880-20221014373880-ixbrl.htm
2022-10-14		当期第3四半期累計					TokyoStockExchange2ndSection			false	CurrentAccumulatedQ3Instant	/disc/73880/081220221012543543_tse-qnedjpsm-73880-20221014373880-ixbrl.htm
