日付	書類	期	連単	区分	四半期	項目名	タグ	値	単位	表示	コンテキスト	出所
2024-02-14		当期第3四半期累計				書類名	DocumentName			第３四半期決算短信〔日本基準〕(非連結)	CurrentAccumulatedQ3Instant	/disc/58700/081220240213534613_tse-qnedjpsm-58700-20240214358700-ixbrl.htm
2024-02-14		当期第3四半期累計				提出日	FilingDate			2024年２月14日	CurrentAccumulatedQ3Instant	/disc/58700/081220240213534613_tse-qnedjpsm-58700-20240214358700-ixbrl.htm
2024-02-14		当期第3四半期累計				会社名	CompanyName			株式会社ナルネットコミュニケーションズ	CurrentAccumulatedQ3Instant	/disc/58700/081220240213534613_tse-qnedjpsm-58700-20240214358700-ixbrl.htm
2024-02-14		当期第3四半期累計					TokyoStockExchange			東	CurrentAccumulatedQ3Instant	/disc/58700/081220240213534613_tse-qnedjpsm-58700-20240214358700-ixbrl.htm
2024-02-14		当期第3四半期累計				証券コード	SecuritiesCode			58700	CurrentAccumulatedQ3Instant	/disc/58700/081220240213534613_tse-qnedjpsm-58700-20240214358700-ixbrl.htm
2024-02-14		当期第3四半期累計				URL	URL			https://www.nal-mt.co.jp/	CurrentAccumulatedQ3Instant	/disc/58700/081220240213534613_tse-qnedjpsm-58700-20240214358700-ixbrl.htm
2024-02-14		当期第3四半期累計				代表者の役職	TitleRepresentative			代表取締役社長	CurrentAccumulatedQ3Instant	/disc/58700/081220240213534613_tse-qnedjpsm-58700-20240214358700-ixbrl.htm
2024-02-14		当期第3四半期累計				代表者名	NameRepresentative			鈴木 隆志	CurrentAccumulatedQ3Instant	/disc/58700/081220240213534613_tse-qnedjpsm-58700-20240214358700-ixbrl.htm
2024-02-14		当期第3四半期累計					TitleInquiries			取締役	CurrentAccumulatedQ3Instant	/disc/58700/081220240213534613_tse-qnedjpsm-58700-20240214358700-ixbrl.htm
2024-02-14		当期第3四半期累計					NameInquiries			東村 大介	CurrentAccumulatedQ3Instant	/disc/58700/081220240213534613_tse-qnedjpsm-58700-20240214358700-ixbrl.htm
2024-02-14		当期第3四半期累計					Tel			0568(20)9111	CurrentAccumulatedQ3Instant	/disc/58700/081220240213534613_tse-qnedjpsm-58700-20240214358700-ixbrl.htm
2024-02-14		当期第3四半期累計					QuarterlyStatementFilingDateAsPlanned			2024年２月14日	CurrentAccumulatedQ3Instant	/disc/58700/081220240213534613_tse-qnedjpsm-58700-20240214358700-ixbrl.htm
2024-02-14		当期第3四半期累計					SupplementalMaterialOfQuarterlyResults			有	CurrentAccumulatedQ3Instant	/disc/58700/081220240213534613_tse-qnedjpsm-58700-20240214358700-ixbrl.htm
2024-02-14		当期第3四半期累計					ConveningBriefingOfQuarterlyResults			無	CurrentAccumulatedQ3Instant	/disc/58700/081220240213534613_tse-qnedjpsm-58700-20240214358700-ixbrl.htm
2024-02-14		当期第3四半期累計					NoteToFractionProcessingMethod			(百万円未満切捨て)	CurrentAccumulatedQ3Instant	/disc/58700/081220240213534613_tse-qnedjpsm-58700-20240214358700-ixbrl.htm
2024-02-14		当期第3四半期累計	単体	実績		売上高	NetSales	5744000000	JPY	5,744	CurrentAccumulatedQ3Duration_NonConsolidatedMember_ResultMember	/disc/58700/081220240213534613_tse-qnedjpsm-58700-20240214358700-ixbrl.htm
