日付	書類	期	連単	区分	四半期	項目名	タグ	値	単位	表示	コンテキスト	出所
2024-05-14	四半期	当期第3四半期累計				書類名	DocumentName			第３四半期決算短信〔日本基準〕（連結）	CurrentAccumulatedQ3Instant	/disc/141A0/081220240507583199_tse-qcedjpsm-141A0-202405143141A0-ixbrl.htm
2024-05-14	四半期	当期第3四半期累計				提出日	FilingDate			2024年５月14日	CurrentAccumulatedQ3Instant	/disc/141A0/081220240507583199_tse-qcedjpsm-141A0-202405143141A0-ixbrl.htm
2024-05-14	四半期	当期第3四半期累計				会社名	CompanyName			株式会社トライアルホールディングス	CurrentAccumulatedQ3Instant	/disc/141A0/081220240507583199_tse-qcedjpsm-141A0-202405143141A0-ixbrl.htm
2024-05-14	四半期	当期第3四半期累計					TokyoStockExchange			東	CurrentAccumulatedQ3Instant	/disc/141A0/081220240507583199_tse-qcedjpsm-141A0-202405143141A0-ixbrl.htm
2024-05-14	四半期	当期第3四半期累計				証券コード	SecuritiesCode			141A	CurrentAccumulatedQ3Instant	/disc/141A0/081220240507583199_tse-qcedjpsm-141A0-202405143141A0-ixbrl.htm
2024-05-14	四半期	当期第3四半期累計				URL	URL			https://trial-holdings.inc	CurrentAccumulatedQ3Instant	/disc/141A0/081220240507583199_tse-qcedjpsm-141A0-202405143141A0-ixbrl.htm
2024-05-14	四半期	当期第3四半期累計				代表者の役職	TitleRepresentative			代表取締役社長	CurrentAccumulatedQ3Instant	/disc/141A0/081220240507583199_tse-qcedjpsm-141A0-202405143141A0-ixbrl.htm
2024-05-14	四半期	当期第3四半期累計				代表者名	NameRepresentative			亀田 晃一	CurrentAccumulatedQ3Instant	/disc/141A0/081220240507583199_tse-qcedjpsm-141A0-202405143141A0-ixbrl.htm
2024-05-14	四半期	当期第3四半期累計					TitleInquiries			執行役員副社長	CurrentAccumulatedQ3Instant	/disc/141A0/081220240507583199_tse-qcedjpsm-141A0-202405143141A0-ixbrl.htm
2024-05-14	四半期	当期第3四半期累計					NameInquiries			古橋 恵司	CurrentAccumulatedQ3Instant	/disc/141A0/081220240507583199_tse-qcedjpsm-141A0-202405143141A0-ixbrl.htm
2024-05-14	四半期	当期第3四半期累計					Tel			03（6435）6308	CurrentAccumulatedQ3Instant	/disc/141A0/081220240507583199_tse-qcedjpsm-141A0-202405143141A0-ixbrl.htm
2024-05-14	四半期	当期第3四半期累計					QuarterlyStatementFilingDateAsPlanned			2024年５月14日	CurrentAccumulatedQ3Instant	/disc/141A0/081220240507583199_tse-qcedjpsm-141A0-202405143141A0-ixbrl.htm
2024-05-14	四半期	当期第3四半期累計					SupplementalMaterialOfQuarterlyResults			有	CurrentAccumulatedQ3Instant	/disc/141A0/081220240507583199_tse-qcedjpsm-141A0-202405143141A0-ixbrl.htm
2024-05-14	四半期	当期第3四半期累計					ConveningBriefingOfQuarterlyResults			有	CurrentAccumulatedQ3Instant	/disc/141A0/081220240507583199_tse-qcedjpsm-141A0-202405143141A0-ixbrl.htm
2024-05-14	四半期	当期第3四半期累計					TargetForBriefingOfQuarterlyResults			（機関投資家・アナリスト向け）	CurrentAccumulatedQ3Instant	/disc/141A0/081220240507583199_tse-qcedjpsm-141A0-202405143141A0-ixbrl.htm
2024-05-14	四半期	当期第3四半期累計					NoteToFractionProcessingMethod			（百万円未満切捨て）	CurrentAccumulatedQ3Instant	/disc/141A0/081220240507583199_tse-qcedjpsm-141A0-202405143141A0-ixbrl.htm
