日付	書類	期	連単	区分	四半期	項目名	タグ	値	単位	表示	コンテキスト	出所
2026-05-13	四半期	当期第1四半期累計				書類名	DocumentName			第１四半期決算短信〔日本基準〕(連結)	CurrentAccumulatedQ1Instant	/disc/558A0/081220260512527207_tse-qcedjpsm-558A0-202605133558A0-ixbrl.htm
2026-05-13	四半期	当期第1四半期累計				提出日	FilingDate			2026年５月13日	CurrentAccumulatedQ1Instant	/disc/558A0/081220260512527207_tse-qcedjpsm-558A0-202605133558A0-ixbrl.htm
2026-05-13	四半期	当期第1四半期累計				会社名	CompanyName			株式会社SQUEEZE	CurrentAccumulatedQ1Instant	/disc/558A0/081220260512527207_tse-qcedjpsm-558A0-202605133558A0-ixbrl.htm
2026-05-13	四半期	当期第1四半期累計					TokyoStockExchange			東	CurrentAccumulatedQ1Instant	/disc/558A0/081220260512527207_tse-qcedjpsm-558A0-202605133558A0-ixbrl.htm
2026-05-13	四半期	当期第1四半期累計				証券コード	SecuritiesCode			558A0	CurrentAccumulatedQ1Instant	/disc/558A0/081220260512527207_tse-qcedjpsm-558A0-202605133558A0-ixbrl.htm
2026-05-13	四半期	当期第1四半期累計				URL	URL			https://squeeze-inc.co.jp/	CurrentAccumulatedQ1Instant	/disc/558A0/081220260512527207_tse-qcedjpsm-558A0-202605133558A0-ixbrl.htm
2026-05-13	四半期	当期第1四半期累計				代表者の役職	TitleRepresentative			代表取締役CEO	CurrentAccumulatedQ1Instant	/disc/558A0/081220260512527207_tse-qcedjpsm-558A0-202605133558A0-ixbrl.htm
2026-05-13	四半期	当期第1四半期累計				代表者名	NameRepresentative			舘林 真一	CurrentAccumulatedQ1Instant	/disc/558A0/081220260512527207_tse-qcedjpsm-558A0-202605133558A0-ixbrl.htm
2026-05-13	四半期	当期第1四半期累計					TitleInquiries			取締役CFO	CurrentAccumulatedQ1Instant	/disc/558A0/081220260512527207_tse-qcedjpsm-558A0-202605133558A0-ixbrl.htm
2026-05-13	四半期	当期第1四半期累計					NameInquiries			安養寺 鉄彦	CurrentAccumulatedQ1Instant	/disc/558A0/081220260512527207_tse-qcedjpsm-558A0-202605133558A0-ixbrl.htm
2026-05-13	四半期	当期第1四半期累計					Tel			03(6455)4721	CurrentAccumulatedQ1Instant	/disc/558A0/081220260512527207_tse-qcedjpsm-558A0-202605133558A0-ixbrl.htm
2026-05-13	四半期	当期第1四半期累計					SupplementalMaterialOfResults			有	CurrentAccumulatedQ1Instant	/disc/558A0/081220260512527207_tse-qcedjpsm-558A0-202605133558A0-ixbrl.htm
2026-05-13	四半期	当期第1四半期累計					ConveningBriefingOfResults			無	CurrentAccumulatedQ1Instant	/disc/558A0/081220260512527207_tse-qcedjpsm-558A0-202605133558A0-ixbrl.htm
2026-05-13	四半期	当期第1四半期累計					NoteToFractionProcessingMethod			(百万円未満切捨て)	CurrentAccumulatedQ1Instant	/disc/558A0/081220260512527207_tse-qcedjpsm-558A0-202605133558A0-ixbrl.htm
2026-05-13	四半期	当期第1四半期累計	連結	実績		売上高	NetSales	1680000000	JPY	1,680	CurrentAccumulatedQ1Duration_ConsolidatedMember_ResultMember	/disc/558A0/081220260512527207_tse-qcedjpsm-558A0-202605133558A0-ixbrl.htm
2026-05-13	四半期	当期第1四半期累計	連結	実績		営業利益	OperatingIncome	206000000	JPY	206	CurrentAccumulatedQ1Duration_ConsolidatedMember_ResultMember	/disc/558A0/081220260512527207_tse-qcedjpsm-558A0-202605133558A0-ixbrl.htm
2026-05-13	四半期	当期第1四半期累計	連結	実績		経常利益	OrdinaryIncome	232000000	JPY	232	CurrentAccumulatedQ1Duration_ConsolidatedMember_ResultMember	/disc/558A0/081220260512527207_tse-qcedjpsm-558A0-202605133558A0-ixbrl.htm
