日付	書類	期	連単	区分	四半期	項目名	タグ	値	単位	表示	コンテキスト	出所
2020-02-14	年次	当期				書類名	DocumentName			決算短信〔日本基準〕(連結)	CurrentYearInstant	/disc/44800/081220200213464688_tse-acedjpsm-44800-20200214344800-ixbrl.htm
2020-02-14	年次	当期				提出日	FilingDate			2020年２月14日	CurrentYearInstant	/disc/44800/081220200213464688_tse-acedjpsm-44800-20200214344800-ixbrl.htm
2020-02-14	年次	当期				会社名	CompanyName			株式会社メドレー	CurrentYearInstant	/disc/44800/081220200213464688_tse-acedjpsm-44800-20200214344800-ixbrl.htm
2020-02-14	年次	当期					TokyoStockExchange			東	CurrentYearInstant	/disc/44800/081220200213464688_tse-acedjpsm-44800-20200214344800-ixbrl.htm
2020-02-14	年次	当期				証券コード	SecuritiesCode			44800	CurrentYearInstant	/disc/44800/081220200213464688_tse-acedjpsm-44800-20200214344800-ixbrl.htm
2020-02-14	年次	当期				URL	URL			https://www.medley.jp	CurrentYearInstant	/disc/44800/081220200213464688_tse-acedjpsm-44800-20200214344800-ixbrl.htm
2020-02-14	年次	当期				代表者の役職	TitleRepresentative			代表取締役社長代表取締役（医師）	CurrentYearInstant	/disc/44800/081220200213464688_tse-acedjpsm-44800-20200214344800-ixbrl.htm
2020-02-14	年次	当期				代表者名	NameRepresentative			瀧口 浩平豊田 剛一郎	CurrentYearInstant	/disc/44800/081220200213464688_tse-acedjpsm-44800-20200214344800-ixbrl.htm
2020-02-14	年次	当期					TitleInquiries			取締役 コーポレート本部長	CurrentYearInstant	/disc/44800/081220200213464688_tse-acedjpsm-44800-20200214344800-ixbrl.htm
2020-02-14	年次	当期					NameInquiries			田丸 雄太	CurrentYearInstant	/disc/44800/081220200213464688_tse-acedjpsm-44800-20200214344800-ixbrl.htm
2020-02-14	年次	当期					Tel			03-4520-9823	CurrentYearInstant	/disc/44800/081220200213464688_tse-acedjpsm-44800-20200214344800-ixbrl.htm
2020-02-14	年次	当期					DateOfGeneralShareholdersMeetingAsPlanned			2020年３月27日	CurrentYearInstant	/disc/44800/081220200213464688_tse-acedjpsm-44800-20200214344800-ixbrl.htm
2020-02-14	年次	当期					AnnualSecuritiesReportFilingDateAsPlanned			2020年３月27日	CurrentYearInstant	/disc/44800/081220200213464688_tse-acedjpsm-44800-20200214344800-ixbrl.htm
2020-02-14	年次	当期					SupplementalMaterialOfAnnualResults			有	CurrentYearInstant	/disc/44800/081220200213464688_tse-acedjpsm-44800-20200214344800-ixbrl.htm
2020-02-14	年次	当期					ConveningBriefingOfAnnualResults			有	CurrentYearInstant	/disc/44800/081220200213464688_tse-acedjpsm-44800-20200214344800-ixbrl.htm
