日付	書類	期	連単	区分	四半期	項目名	タグ	値	単位	表示	コンテキスト	出所
2017-01-27		当期第3四半期累計				書類名	DocumentName			第3四半期決算短信〔日本基準〕（非連結）	CurrentAccumulatedQ3Instant	/disc/71910/081220170117475715_tse-qnedjpsm-71910-20170117475715-ixbrl.htm
2017-01-27		当期第3四半期累計				提出日	FilingDate			平成29年1月27日	CurrentAccumulatedQ3Instant	/disc/71910/081220170117475715_tse-qnedjpsm-71910-20170117475715-ixbrl.htm
2017-01-27		当期第3四半期累計				会社名	CompanyName			株式会社 イントラスト	CurrentAccumulatedQ3Instant	/disc/71910/081220170117475715_tse-qnedjpsm-71910-20170117475715-ixbrl.htm
2017-01-27		当期第3四半期累計					TokyoStockExchange			東	CurrentAccumulatedQ3Instant	/disc/71910/081220170117475715_tse-qnedjpsm-71910-20170117475715-ixbrl.htm
2017-01-27		当期第3四半期累計				証券コード	SecuritiesCode			71910	CurrentAccumulatedQ3Instant	/disc/71910/081220170117475715_tse-qnedjpsm-71910-20170117475715-ixbrl.htm
2017-01-27		当期第3四半期累計				URL	URL			http://www.entrust-inc.jp	CurrentAccumulatedQ3Instant	/disc/71910/081220170117475715_tse-qnedjpsm-71910-20170117475715-ixbrl.htm
2017-01-27		当期第3四半期累計				代表者の役職	TitleRepresentative			代表取締役社長	CurrentAccumulatedQ3Instant	/disc/71910/081220170117475715_tse-qnedjpsm-71910-20170117475715-ixbrl.htm
2017-01-27		当期第3四半期累計				代表者名	NameRepresentative			桑原 豊	CurrentAccumulatedQ3Instant	/disc/71910/081220170117475715_tse-qnedjpsm-71910-20170117475715-ixbrl.htm
2017-01-27		当期第3四半期累計					TitleInquiries			取締役執行役員	CurrentAccumulatedQ3Instant	/disc/71910/081220170117475715_tse-qnedjpsm-71910-20170117475715-ixbrl.htm
2017-01-27		当期第3四半期累計					NameInquiries			太田 博之	CurrentAccumulatedQ3Instant	/disc/71910/081220170117475715_tse-qnedjpsm-71910-20170117475715-ixbrl.htm
2017-01-27		当期第3四半期累計					Tel			03-5213-0250	CurrentAccumulatedQ3Instant	/disc/71910/081220170117475715_tse-qnedjpsm-71910-20170117475715-ixbrl.htm
2017-01-27		当期第3四半期累計					QuarterlyStatementFilingDateAsPlanned			平成29年2月10日	CurrentAccumulatedQ3Instant	/disc/71910/081220170117475715_tse-qnedjpsm-71910-20170117475715-ixbrl.htm
2017-01-27		当期第3四半期累計					SupplementalMaterialOfQuarterlyResults			無	CurrentAccumulatedQ3Instant	/disc/71910/081220170117475715_tse-qnedjpsm-71910-20170117475715-ixbrl.htm
2017-01-27		当期第3四半期累計					ConveningBriefingOfQuarterlyResults			無	CurrentAccumulatedQ3Instant	/disc/71910/081220170117475715_tse-qnedjpsm-71910-20170117475715-ixbrl.htm
2017-01-27		当期第3四半期累計					NoteToFractionProcessingMethod			（百万円未満切捨て）	CurrentAccumulatedQ3Instant	/disc/71910/081220170117475715_tse-qnedjpsm-71910-20170117475715-ixbrl.htm
2017-01-27		当期第3四半期累計	単体	実績		売上高	NetSales	1967000000	JPY	1,967	CurrentAccumulatedQ3Duration_NonConsolidatedMember_ResultMember	/disc/71910/081220170117475715_tse-qnedjpsm-71910-20170117475715-ixbrl.htm
2017-01-27		当期第3四半期累計	単体	実績		営業利益	OperatingIncome	394000000	JPY	394	CurrentAccumulatedQ3Duration_NonConsolidatedMember_ResultMember	/disc/71910/081220170117475715_tse-qnedjpsm-71910-20170117475715-ixbrl.htm
2017-01-27		当期第3四半期累計	単体	実績		経常利益	OrdinaryIncome	386000000	JPY	386	CurrentAccumulatedQ3Duration_NonConsolidatedMember_ResultMember	/disc/71910/081220170117475715_tse-qnedjpsm-71910-20170117475715-ixbrl.htm
2017-01-27		当期第3四半期累計	単体	実績		当期純利益	NetIncome	242000000	JPY	242	CurrentAccumulatedQ3Duration_NonConsolidatedMember_ResultMember	/disc/71910/081220170117475715_tse-qnedjpsm-71910-20170117475715-ixbrl.htm
2017-01-27		当期第3四半期累計	単体	実績		1株当たり当期純利益	NetIncomePerShare	28.71	JPYPerShares	28.71	CurrentAccumulatedQ3Duration_NonConsolidatedMember_ResultMember	/disc/71910/081220170117475715_tse-qnedjpsm-71910-20170117475715-ixbrl.htm
2017-01-27		当期第3四半期累計	単体	実績		潜在株式調整後1株当たり当期純利益	DilutedNetIncomePerShare	26.42	JPYPerShares	26.42	CurrentAccumulatedQ3Duration_NonConsolidatedMember_ResultMember	/disc/71910/081220170117475715_tse-qnedjpsm-71910-20170117475715-ixbrl.htm
2017-01-27		当期第3四半期累計	単体	実績		経営成績の注記	NoteToOperatingResults			（注）１ 当社は、平成28年３月期第３四半期において四半期財務諸表を作成していないため、平成28年３月期第３四半期の数値及び平成29年３月期第３四半期の対前年同四半期増減率の記載を行っておりません。 ２ 当社は、平成28年12月７日に東京証券取引所マザーズ市場に上場したため、平成29年３月期第３四半期累計期間の潜在株式調整後１株当たり四半期純利益金額は、新規上場日から平成29年３月期第３四半期累計期間の末日までの平均株価を期中平均株価とみなし算定しております。	CurrentAccumulatedQ3Duration_NonConsolidatedMember_ResultMember	/disc/71910/081220170117475715_tse-qnedjpsm-71910-20170117475715-ixbrl.htm
2017-01-27		当期第3四半期累計	単体	実績		総資産	TotalAssets	2667000000	JPY	2,667	CurrentAccumulatedQ3Instant_NonConsolidatedMember_ResultMember	/disc/71910/081220170117475715_tse-qnedjpsm-71910-20170117475715-ixbrl.htm
2017-01-27		当期第3四半期累計	単体	実績		純資産	NetAssets	1654000000	JPY	1,654	CurrentAccumulatedQ3Instant_NonConsolidatedMember_ResultMember	/disc/71910/081220170117475715_tse-qnedjpsm-71910-20170117475715-ixbrl.htm
2017-01-27		当期第3四半期累計	単体	実績		自己資本比率	CapitalAdequacyRatio	0.618	Pure	61.8	CurrentAccumulatedQ3Instant_NonConsolidatedMember_ResultMember	/disc/71910/081220170117475715_tse-qnedjpsm-71910-20170117475715-ixbrl.htm
2017-01-27		前期	単体	実績		総資産	TotalAssets	1461000000	JPY	1,461	PriorYearInstant_NonConsolidatedMember_ResultMember	/disc/71910/081220170117475715_tse-qnedjpsm-71910-20170117475715-ixbrl.htm
2017-01-27		前期	単体	実績		純資産	NetAssets	384000000	JPY	384	PriorYearInstant_NonConsolidatedMember_ResultMember	/disc/71910/081220170117475715_tse-qnedjpsm-71910-20170117475715-ixbrl.htm
2017-01-27		前期	単体	実績		自己資本比率	CapitalAdequacyRatio	0.258	Pure	25.8	PriorYearInstant_NonConsolidatedMember_ResultMember	/disc/71910/081220170117475715_tse-qnedjpsm-71910-20170117475715-ixbrl.htm
2017-01-27		当期第3四半期累計	単体	実績		自己資本	OwnersEquity	1647000000	JPY	1,647	CurrentAccumulatedQ3Instant_NonConsolidatedMember_ResultMember	/disc/71910/081220170117475715_tse-qnedjpsm-71910-20170117475715-ixbrl.htm
2017-01-27		前期	単体	実績		自己資本	OwnersEquity	377000000	JPY	377	PriorYearInstant_NonConsolidatedMember_ResultMember	/disc/71910/081220170117475715_tse-qnedjpsm-71910-20170117475715-ixbrl.htm
2017-01-27		前期	単体	実績	第2四半期末	1株当たり配当金	DividendPerShare	0.00	JPYPerShares	0.00	PriorYearDuration_SecondQuarterMember_NonConsolidatedMember_ResultMember	/disc/71910/081220170117475715_tse-qnedjpsm-71910-20170117475715-ixbrl.htm
2017-01-27		前期	単体	実績	期末	1株当たり配当金	DividendPerShare	0.00	JPYPerShares	0.00	PriorYearDuration_YearEndMember_NonConsolidatedMember_ResultMember	/disc/71910/081220170117475715_tse-qnedjpsm-71910-20170117475715-ixbrl.htm
2017-01-27		前期	単体	実績	合計	1株当たり配当金	DividendPerShare	0.00	JPYPerShares	0.00	PriorYearDuration_AnnualMember_NonConsolidatedMember_ResultMember	/disc/71910/081220170117475715_tse-qnedjpsm-71910-20170117475715-ixbrl.htm
2017-01-27		当期	単体	実績	第2四半期末	1株当たり配当金	DividendPerShare	0.00	JPYPerShares	0.00	CurrentYearDuration_SecondQuarterMember_NonConsolidatedMember_ResultMember	/disc/71910/081220170117475715_tse-qnedjpsm-71910-20170117475715-ixbrl.htm
2017-01-27		当期	単体	予想	期末	1株当たり配当金	DividendPerShare	8.00	JPYPerShares	8.00	CurrentYearDuration_YearEndMember_NonConsolidatedMember_ForecastMember	/disc/71910/081220170117475715_tse-qnedjpsm-71910-20170117475715-ixbrl.htm
2017-01-27		当期	単体	予想	合計	1株当たり配当金	DividendPerShare	8.00	JPYPerShares	8.00	CurrentYearDuration_AnnualMember_NonConsolidatedMember_ForecastMember	/disc/71910/081220170117475715_tse-qnedjpsm-71910-20170117475715-ixbrl.htm
2017-01-27		当期	単体	実績	合計	当四半期における配当予想の修正	CorrectionOfDividendForecastInThisQuarter			有	CurrentYearDuration_AnnualMember_NonConsolidatedMember_ResultMember	/disc/71910/081220170117475715_tse-qnedjpsm-71910-20170117475715-ixbrl.htm
