日付	書類	期	連単	区分	四半期	項目名	タグ	値	単位	表示	コンテキスト	出所
2023-05-12		当期第3四半期累計				書類名	DocumentName			第３四半期決算短信〔日本基準〕（非連結）	CurrentAccumulatedQ3Instant	/disc/93460/081220230511566512_tse-qnedjpsm-93460-20230512393460-ixbrl.htm
2023-05-12		当期第3四半期累計				提出日	FilingDate			2023年５月12日	CurrentAccumulatedQ3Instant	/disc/93460/081220230511566512_tse-qnedjpsm-93460-20230512393460-ixbrl.htm
2023-05-12		当期第3四半期累計				会社名	CompanyName			株式会社ココルポート	CurrentAccumulatedQ3Instant	/disc/93460/081220230511566512_tse-qnedjpsm-93460-20230512393460-ixbrl.htm
2023-05-12		当期第3四半期累計					TokyoStockExchange			東	CurrentAccumulatedQ3Instant	/disc/93460/081220230511566512_tse-qnedjpsm-93460-20230512393460-ixbrl.htm
2023-05-12		当期第3四半期累計				証券コード	SecuritiesCode			9346	CurrentAccumulatedQ3Instant	/disc/93460/081220230511566512_tse-qnedjpsm-93460-20230512393460-ixbrl.htm
2023-05-12		当期第3四半期累計				URL	URL			ＵＲＬ&#160; https://www.cocorport.co.jp/	CurrentAccumulatedQ3Instant	/disc/93460/081220230511566512_tse-qnedjpsm-93460-20230512393460-ixbrl.htm
2023-05-12		当期第3四半期累計				代表者の役職	TitleRepresentative			代表取締役社長	CurrentAccumulatedQ3Instant	/disc/93460/081220230511566512_tse-qnedjpsm-93460-20230512393460-ixbrl.htm
2023-05-12		当期第3四半期累計				代表者名	NameRepresentative			佐原 敦矢	CurrentAccumulatedQ3Instant	/disc/93460/081220230511566512_tse-qnedjpsm-93460-20230512393460-ixbrl.htm
2023-05-12		当期第3四半期累計					TitleInquiries			取締役管理本部本部長兼人事総務部部長	CurrentAccumulatedQ3Instant	/disc/93460/081220230511566512_tse-qnedjpsm-93460-20230512393460-ixbrl.htm
2023-05-12		当期第3四半期累計					NameInquiries			岩元 勝志	CurrentAccumulatedQ3Instant	/disc/93460/081220230511566512_tse-qnedjpsm-93460-20230512393460-ixbrl.htm
