日付	書類	期	連単	区分	四半期	項目名	タグ	値	単位	表示	コンテキスト	出所
2023-11-10		当期				書類名	DocumentName			決算短信〔日本基準〕（非連結）	CurrentYearInstant	/disc/58430/081220231109583616_tse-anedjpsm-58430-20231109583616-ixbrl.htm
2023-11-10		当期				提出日	FilingDate			2023年11月10日	CurrentYearInstant	/disc/58430/081220231109583616_tse-anedjpsm-58430-20231109583616-ixbrl.htm
2023-11-10		当期				会社名	CompanyName			ニッポンインシュア株式会社	CurrentYearInstant	/disc/58430/081220231109583616_tse-anedjpsm-58430-20231109583616-ixbrl.htm
2023-11-10		当期					TokyoStockExchange			東	CurrentYearInstant	/disc/58430/081220231109583616_tse-anedjpsm-58430-20231109583616-ixbrl.htm
2023-11-10		当期				証券コード	SecuritiesCode			58430	CurrentYearInstant	/disc/58430/081220231109583616_tse-anedjpsm-58430-20231109583616-ixbrl.htm
2023-11-10		当期				URL	URL			https://www.nipponinsure.jp/	CurrentYearInstant	/disc/58430/081220231109583616_tse-anedjpsm-58430-20231109583616-ixbrl.htm
2023-11-10		当期				代表者の役職	TitleRepresentative			代表取締役社長	CurrentYearInstant	/disc/58430/081220231109583616_tse-anedjpsm-58430-20231109583616-ixbrl.htm
2023-11-10		当期				代表者名	NameRepresentative			坂本 真也	CurrentYearInstant	/disc/58430/081220231109583616_tse-anedjpsm-58430-20231109583616-ixbrl.htm
2023-11-10		当期					TitleInquiries			取締役管理事業部長	CurrentYearInstant	/disc/58430/081220231109583616_tse-anedjpsm-58430-20231109583616-ixbrl.htm
2023-11-10		当期					NameInquiries			竹村 洋一	CurrentYearInstant	/disc/58430/081220231109583616_tse-anedjpsm-58430-20231109583616-ixbrl.htm
2023-11-10		当期					Tel			092-726-1080	CurrentYearInstant	/disc/58430/081220231109583616_tse-anedjpsm-58430-20231109583616-ixbrl.htm
2023-11-10		当期					DateOfGeneralShareholdersMeetingAsPlanned			2023年12月22日	CurrentYearInstant	/disc/58430/081220231109583616_tse-anedjpsm-58430-20231109583616-ixbrl.htm
