日付	書類	期	連単	区分	四半期	項目名	タグ	値	単位	表示	コンテキスト	出所
2018-05-14	四半期	当期第3四半期累計				書類名	DocumentName			第3四半期決算短信〔日本基準〕（連結）	CurrentAccumulatedQ3Instant	/disc/73200/081220180427423971_tse-qcedjpsm-73200-20180427423971-ixbrl.htm
2018-05-14	四半期	当期第3四半期累計				提出日	FilingDate			平成30年5月14日	CurrentAccumulatedQ3Instant	/disc/73200/081220180427423971_tse-qcedjpsm-73200-20180427423971-ixbrl.htm
2018-05-14	四半期	当期第3四半期累計				会社名	CompanyName			日本リビング保証株式会社	CurrentAccumulatedQ3Instant	/disc/73200/081220180427423971_tse-qcedjpsm-73200-20180427423971-ixbrl.htm
2018-05-14	四半期	当期第3四半期累計					TokyoStockExchange			東	CurrentAccumulatedQ3Instant	/disc/73200/081220180427423971_tse-qcedjpsm-73200-20180427423971-ixbrl.htm
2018-05-14	四半期	当期第3四半期累計				証券コード	SecuritiesCode			73200	CurrentAccumulatedQ3Instant	/disc/73200/081220180427423971_tse-qcedjpsm-73200-20180427423971-ixbrl.htm
2018-05-14	四半期	当期第3四半期累計				URL	URL			https://www.jlw.jp	CurrentAccumulatedQ3Instant	/disc/73200/081220180427423971_tse-qcedjpsm-73200-20180427423971-ixbrl.htm
2018-05-14	四半期	当期第3四半期累計				代表者の役職	TitleRepresentative			代表取締役社長	CurrentAccumulatedQ3Instant	/disc/73200/081220180427423971_tse-qcedjpsm-73200-20180427423971-ixbrl.htm
2018-05-14	四半期	当期第3四半期累計				代表者名	NameRepresentative			安達 慶高	CurrentAccumulatedQ3Instant	/disc/73200/081220180427423971_tse-qcedjpsm-73200-20180427423971-ixbrl.htm
2018-05-14	四半期	当期第3四半期累計					TitleInquiries			取締役管理グループ管掌	CurrentAccumulatedQ3Instant	/disc/73200/081220180427423971_tse-qcedjpsm-73200-20180427423971-ixbrl.htm
2018-05-14	四半期	当期第3四半期累計					NameInquiries			竹林 俊介	CurrentAccumulatedQ3Instant	/disc/73200/081220180427423971_tse-qcedjpsm-73200-20180427423971-ixbrl.htm
2018-05-14	四半期	当期第3四半期累計					Tel			03-6276-0401	CurrentAccumulatedQ3Instant	/disc/73200/081220180427423971_tse-qcedjpsm-73200-20180427423971-ixbrl.htm
2018-05-14	四半期	当期第3四半期累計					QuarterlyStatementFilingDateAsPlanned			平成30年5月15日	CurrentAccumulatedQ3Instant	/disc/73200/081220180427423971_tse-qcedjpsm-73200-20180427423971-ixbrl.htm
2018-05-14	四半期	当期第3四半期累計					SupplementalMaterialOfQuarterlyResults			無	CurrentAccumulatedQ3Instant	/disc/73200/081220180427423971_tse-qcedjpsm-73200-20180427423971-ixbrl.htm
2018-05-14	四半期	当期第3四半期累計					ConveningBriefingOfQuarterlyResults			無	CurrentAccumulatedQ3Instant	/disc/73200/081220180427423971_tse-qcedjpsm-73200-20180427423971-ixbrl.htm
2018-05-14	四半期	当期第3四半期累計					NoteToFractionProcessingMethod			（百万円未満切捨て）	CurrentAccumulatedQ3Instant	/disc/73200/081220180427423971_tse-qcedjpsm-73200-20180427423971-ixbrl.htm
2018-05-14	四半期	当期第3四半期累計	連結	実績		売上高	NetSales	911000000	JPY	911	CurrentAccumulatedQ3Duration_ConsolidatedMember_ResultMember	/disc/73200/081220180427423971_tse-qcedjpsm-73200-20180427423971-ixbrl.htm
2018-05-14	四半期	当期第3四半期累計	連結	実績		営業利益	OperatingIncome	110000000	JPY	110	CurrentAccumulatedQ3Duration_ConsolidatedMember_ResultMember	/disc/73200/081220180427423971_tse-qcedjpsm-73200-20180427423971-ixbrl.htm
2018-05-14	四半期	当期第3四半期累計	連結	実績		経常利益	OrdinaryIncome	106000000	JPY	106	CurrentAccumulatedQ3Duration_ConsolidatedMember_ResultMember	/disc/73200/081220180427423971_tse-qcedjpsm-73200-20180427423971-ixbrl.htm
