日付	書類	期	連単	区分	四半期	項目名	タグ	値	単位	表示	コンテキスト	出所
2023-07-26	四半期	当期第1四半期累計				書類名	DocumentName			第１四半期決算短信〔ＩＦＲＳ〕（連結）	CurrentAccumulatedQ1Instant	/disc/91580/081220230726527135_tse-qcedifsm-91580-20230726391580-ixbrl.htm
2023-07-26	四半期	当期第1四半期累計				提出日	FilingDate			2023年７月26日	CurrentAccumulatedQ1Instant	/disc/91580/081220230726527135_tse-qcedifsm-91580-20230726391580-ixbrl.htm
2023-07-26	四半期	当期第1四半期累計				会社名	CompanyName			株式会社シーユーシー	CurrentAccumulatedQ1Instant	/disc/91580/081220230726527135_tse-qcedifsm-91580-20230726391580-ixbrl.htm
2023-07-26	四半期	当期第1四半期累計					TokyoStockExchange			東	CurrentAccumulatedQ1Instant	/disc/91580/081220230726527135_tse-qcedifsm-91580-20230726391580-ixbrl.htm
2023-07-26	四半期	当期第1四半期累計				証券コード	SecuritiesCode			9158	CurrentAccumulatedQ1Instant	/disc/91580/081220230726527135_tse-qcedifsm-91580-20230726391580-ixbrl.htm
2023-07-26	四半期	当期第1四半期累計				URL	URL			https://www.cuc-jpn.com/	CurrentAccumulatedQ1Instant	/disc/91580/081220230726527135_tse-qcedifsm-91580-20230726391580-ixbrl.htm
2023-07-26	四半期	当期第1四半期累計				代表者の役職	TitleRepresentative			代表取締役	CurrentAccumulatedQ1Instant	/disc/91580/081220230726527135_tse-qcedifsm-91580-20230726391580-ixbrl.htm
2023-07-26	四半期	当期第1四半期累計				代表者名	NameRepresentative			濱口 慶太	CurrentAccumulatedQ1Instant	/disc/91580/081220230726527135_tse-qcedifsm-91580-20230726391580-ixbrl.htm
2023-07-26	四半期	当期第1四半期累計					TitleInquiries			執行役員	CurrentAccumulatedQ1Instant	/disc/91580/081220230726527135_tse-qcedifsm-91580-20230726391580-ixbrl.htm
2023-07-26	四半期	当期第1四半期累計					NameInquiries			橋本 淳	CurrentAccumulatedQ1Instant	/disc/91580/081220230726527135_tse-qcedifsm-91580-20230726391580-ixbrl.htm
2023-07-26	四半期	当期第1四半期累計					Tel			03（5005）0808	CurrentAccumulatedQ1Instant	/disc/91580/081220230726527135_tse-qcedifsm-91580-20230726391580-ixbrl.htm
2023-07-26	四半期	当期第1四半期累計					QuarterlyStatementFilingDateAsPlanned			2023年８月10日	CurrentAccumulatedQ1Instant	/disc/91580/081220230726527135_tse-qcedifsm-91580-20230726391580-ixbrl.htm
2023-07-26	四半期	当期第1四半期累計					SupplementalMaterialOfQuarterlyResults			有	CurrentAccumulatedQ1Instant	/disc/91580/081220230726527135_tse-qcedifsm-91580-20230726391580-ixbrl.htm
2023-07-26	四半期	当期第1四半期累計					ConveningBriefingOfQuarterlyResults			無	CurrentAccumulatedQ1Instant	/disc/91580/081220230726527135_tse-qcedifsm-91580-20230726391580-ixbrl.htm
2023-07-26	四半期	当期第1四半期累計					NoteToFractionProcessingMethod			（百万円未満四捨五入）	CurrentAccumulatedQ1Instant	/disc/91580/081220230726527135_tse-qcedifsm-91580-20230726391580-ixbrl.htm
2023-07-26	四半期	当期第1四半期累計	連結	実績		売上収益（IFRS）	SalesIFRS	7663000000	JPY	7,663	CurrentAccumulatedQ1Duration_ConsolidatedMember_ResultMember	/disc/91580/081220230726527135_tse-qcedifsm-91580-20230726391580-ixbrl.htm
2023-07-26	四半期	当期第1四半期累計	連結	実績		売上収益の増減率（IFRS）	ChangeInSalesIFRS	-0.244	Pure	24.4	CurrentAccumulatedQ1Duration_ConsolidatedMember_ResultMember	/disc/91580/081220230726527135_tse-qcedifsm-91580-20230726391580-ixbrl.htm
2023-07-26	四半期	当期第1四半期累計	連結	実績		営業利益（IFRS）	OperatingIncomeIFRS	834000000	JPY	834	CurrentAccumulatedQ1Duration_ConsolidatedMember_ResultMember	/disc/91580/081220230726527135_tse-qcedifsm-91580-20230726391580-ixbrl.htm
2023-07-26	四半期	当期第1四半期累計	連結	実績		営業利益の増減率（IFRS）	ChangeInOperatingIncomeIFRS	-0.406	Pure	40.6	CurrentAccumulatedQ1Duration_ConsolidatedMember_ResultMember	/disc/91580/081220230726527135_tse-qcedifsm-91580-20230726391580-ixbrl.htm
2023-07-26	四半期	当期第1四半期累計	連結	実績		税引前利益（IFRS）	ProfitBeforeTaxIFRS	793000000	JPY	793	CurrentAccumulatedQ1Duration_ConsolidatedMember_ResultMember	/disc/91580/081220230726527135_tse-qcedifsm-91580-20230726391580-ixbrl.htm
2023-07-26	四半期	当期第1四半期累計	連結	実績		税引前利益の増減率（IFRS）	ChangeInProfitBeforeTaxIFRS	-0.425	Pure	42.5	CurrentAccumulatedQ1Duration_ConsolidatedMember_ResultMember	/disc/91580/081220230726527135_tse-qcedifsm-91580-20230726391580-ixbrl.htm
2023-07-26	四半期	当期第1四半期累計	連結	実績		当期利益（IFRS）	ProfitIFRS	474000000	JPY	474	CurrentAccumulatedQ1Duration_ConsolidatedMember_ResultMember	/disc/91580/081220230726527135_tse-qcedifsm-91580-20230726391580-ixbrl.htm
2023-07-26	四半期	当期第1四半期累計	連結	実績		当期利益の増減率（IFRS）	ChangeInProfitIFRS	-0.478	Pure	47.8	CurrentAccumulatedQ1Duration_ConsolidatedMember_ResultMember	/disc/91580/081220230726527135_tse-qcedifsm-91580-20230726391580-ixbrl.htm
