日付	書類	期	連単	区分	四半期	項目名	タグ	値	単位	表示	コンテキスト	出所
2016-08-10		当期第2四半期累計				書類名	DocumentName			第2四半期決算短信〔日本基準〕（非連結）	CurrentAccumulatedQ2Instant	/disc/60990/081220160808470988_tse-qnedjpsm-60990-20160808470988-ixbrl.htm
2016-08-10		当期第2四半期累計				提出日	FilingDate			平成28年8月10日	CurrentAccumulatedQ2Instant	/disc/60990/081220160808470988_tse-qnedjpsm-60990-20160808470988-ixbrl.htm
2016-08-10		当期第2四半期累計				会社名	CompanyName			株式会社エラン	CurrentAccumulatedQ2Instant	/disc/60990/081220160808470988_tse-qnedjpsm-60990-20160808470988-ixbrl.htm
2016-08-10		当期第2四半期累計					TokyoStockExchange			東	CurrentAccumulatedQ2Instant	/disc/60990/081220160808470988_tse-qnedjpsm-60990-20160808470988-ixbrl.htm
2016-08-10		当期第2四半期累計				証券コード	SecuritiesCode			60990	CurrentAccumulatedQ2Instant	/disc/60990/081220160808470988_tse-qnedjpsm-60990-20160808470988-ixbrl.htm
2016-08-10		当期第2四半期累計				URL	URL			http://www.kkelan.com/	CurrentAccumulatedQ2Instant	/disc/60990/081220160808470988_tse-qnedjpsm-60990-20160808470988-ixbrl.htm
2016-08-10		当期第2四半期累計				代表者の役職	TitleRepresentative			代表取締役社長	CurrentAccumulatedQ2Instant	/disc/60990/081220160808470988_tse-qnedjpsm-60990-20160808470988-ixbrl.htm
2016-08-10		当期第2四半期累計				代表者名	NameRepresentative			櫻井 英治	CurrentAccumulatedQ2Instant	/disc/60990/081220160808470988_tse-qnedjpsm-60990-20160808470988-ixbrl.htm
2016-08-10		当期第2四半期累計					TitleInquiries			取締役CFO経営管理部長	CurrentAccumulatedQ2Instant	/disc/60990/081220160808470988_tse-qnedjpsm-60990-20160808470988-ixbrl.htm
2016-08-10		当期第2四半期累計					NameInquiries			渡邉 淳	CurrentAccumulatedQ2Instant	/disc/60990/081220160808470988_tse-qnedjpsm-60990-20160808470988-ixbrl.htm
2016-08-10		当期第2四半期累計					Tel			0263-29-2682	CurrentAccumulatedQ2Instant	/disc/60990/081220160808470988_tse-qnedjpsm-60990-20160808470988-ixbrl.htm
2016-08-10		当期第2四半期累計					QuarterlyStatementFilingDateAsPlanned			平成28年8月12日	CurrentAccumulatedQ2Instant	/disc/60990/081220160808470988_tse-qnedjpsm-60990-20160808470988-ixbrl.htm
2016-08-10		当期第2四半期累計					SupplementalMaterialOfQuarterlyResults			有	CurrentAccumulatedQ2Instant	/disc/60990/081220160808470988_tse-qnedjpsm-60990-20160808470988-ixbrl.htm
2016-08-10		当期第2四半期累計					ConveningBriefingOfQuarterlyResults			有	CurrentAccumulatedQ2Instant	/disc/60990/081220160808470988_tse-qnedjpsm-60990-20160808470988-ixbrl.htm
2016-08-10		当期第2四半期累計					TargetForBriefingOfQuarterlyResults			（機関投資家・アナリスト向け、個人投資家向け）	CurrentAccumulatedQ2Instant	/disc/60990/081220160808470988_tse-qnedjpsm-60990-20160808470988-ixbrl.htm
2016-08-10		当期第2四半期累計					NoteToFractionProcessingMethod			（百万円未満切捨て）	CurrentAccumulatedQ2Instant	/disc/60990/081220160808470988_tse-qnedjpsm-60990-20160808470988-ixbrl.htm
2016-08-10		当期第2四半期累計	単体	実績		売上高	NetSales	5375000000	JPY	5,375	CurrentAccumulatedQ2Duration_NonConsolidatedMember_ResultMember	/disc/60990/081220160808470988_tse-qnedjpsm-60990-20160808470988-ixbrl.htm
2016-08-10		当期第2四半期累計	単体	実績		売上高の増減率	ChangeInNetSales	0.267	Pure	26.7	CurrentAccumulatedQ2Duration_NonConsolidatedMember_ResultMember	/disc/60990/081220160808470988_tse-qnedjpsm-60990-20160808470988-ixbrl.htm
2016-08-10		当期第2四半期累計	単体	実績		営業利益	OperatingIncome	380000000	JPY	380	CurrentAccumulatedQ2Duration_NonConsolidatedMember_ResultMember	/disc/60990/081220160808470988_tse-qnedjpsm-60990-20160808470988-ixbrl.htm
2016-08-10		当期第2四半期累計	単体	実績		営業利益の増減率	ChangeInOperatingIncome	0.288	Pure	28.8	CurrentAccumulatedQ2Duration_NonConsolidatedMember_ResultMember	/disc/60990/081220160808470988_tse-qnedjpsm-60990-20160808470988-ixbrl.htm
2016-08-10		当期第2四半期累計	単体	実績		経常利益	OrdinaryIncome	383000000	JPY	383	CurrentAccumulatedQ2Duration_NonConsolidatedMember_ResultMember	/disc/60990/081220160808470988_tse-qnedjpsm-60990-20160808470988-ixbrl.htm
2016-08-10		当期第2四半期累計	単体	実績		経常利益の増減率	ChangeInOrdinaryIncome	0.295	Pure	29.5	CurrentAccumulatedQ2Duration_NonConsolidatedMember_ResultMember	/disc/60990/081220160808470988_tse-qnedjpsm-60990-20160808470988-ixbrl.htm
2016-08-10		当期第2四半期累計	単体	実績		当期純利益	NetIncome	246000000	JPY	246	CurrentAccumulatedQ2Duration_NonConsolidatedMember_ResultMember	/disc/60990/081220160808470988_tse-qnedjpsm-60990-20160808470988-ixbrl.htm
2016-08-10		当期第2四半期累計	単体	実績		当期純利益の増減率	ChangeInNetIncome	0.370	Pure	37.0	CurrentAccumulatedQ2Duration_NonConsolidatedMember_ResultMember	/disc/60990/081220160808470988_tse-qnedjpsm-60990-20160808470988-ixbrl.htm
2016-08-10		前期第2四半期累計	単体	実績		売上高	NetSales	4242000000	JPY	4,242	PriorAccumulatedQ2Duration_NonConsolidatedMember_ResultMember	/disc/60990/081220160808470988_tse-qnedjpsm-60990-20160808470988-ixbrl.htm
2016-08-10		前期第2四半期累計	単体	実績		売上高の増減率	ChangeInNetSales	0.210	Pure	21.0	PriorAccumulatedQ2Duration_NonConsolidatedMember_ResultMember	/disc/60990/081220160808470988_tse-qnedjpsm-60990-20160808470988-ixbrl.htm
2016-08-10		前期第2四半期累計	単体	実績		営業利益	OperatingIncome	295000000	JPY	295	PriorAccumulatedQ2Duration_NonConsolidatedMember_ResultMember	/disc/60990/081220160808470988_tse-qnedjpsm-60990-20160808470988-ixbrl.htm
2016-08-10		前期第2四半期累計	単体	実績		営業利益の増減率	ChangeInOperatingIncome	0.471	Pure	47.1	PriorAccumulatedQ2Duration_NonConsolidatedMember_ResultMember	/disc/60990/081220160808470988_tse-qnedjpsm-60990-20160808470988-ixbrl.htm
2016-08-10		前期第2四半期累計	単体	実績		経常利益	OrdinaryIncome	296000000	JPY	296	PriorAccumulatedQ2Duration_NonConsolidatedMember_ResultMember	/disc/60990/081220160808470988_tse-qnedjpsm-60990-20160808470988-ixbrl.htm
