日付	書類	期	連単	区分	四半期	項目名	タグ	値	単位	表示	コンテキスト	出所
2018-05-15	年次	当期				書類名	DocumentName			決算短信〔ＩＦＲＳ〕(連結)	CurrentYearInstant	/disc/65740/081220180514437694_tse-acedifsm-65740-20180515365740-ixbrl.htm
2018-05-15	年次	当期				提出日	FilingDate			2018年５月15日	CurrentYearInstant	/disc/65740/081220180514437694_tse-acedifsm-65740-20180515365740-ixbrl.htm
2018-05-15	年次	当期				会社名	CompanyName			株式会社コンヴァノ	CurrentYearInstant	/disc/65740/081220180514437694_tse-acedifsm-65740-20180515365740-ixbrl.htm
2018-05-15	年次	当期					TokyoStockExchange			東	CurrentYearInstant	/disc/65740/081220180514437694_tse-acedifsm-65740-20180515365740-ixbrl.htm
2018-05-15	年次	当期				証券コード	SecuritiesCode			65740	CurrentYearInstant	/disc/65740/081220180514437694_tse-acedifsm-65740-20180515365740-ixbrl.htm
2018-05-15	年次	当期				URL	URL			http://www.convano.com/	CurrentYearInstant	/disc/65740/081220180514437694_tse-acedifsm-65740-20180515365740-ixbrl.htm
2018-05-15	年次	当期				代表者の役職	TitleRepresentative			代表取締役社長	CurrentYearInstant	/disc/65740/081220180514437694_tse-acedifsm-65740-20180515365740-ixbrl.htm
2018-05-15	年次	当期				代表者名	NameRepresentative			鈴木 明	CurrentYearInstant	/disc/65740/081220180514437694_tse-acedifsm-65740-20180515365740-ixbrl.htm
2018-05-15	年次	当期					TitleInquiries			取締役ＣＦＯ	CurrentYearInstant	/disc/65740/081220180514437694_tse-acedifsm-65740-20180515365740-ixbrl.htm
2018-05-15	年次	当期					NameInquiries			壷井 成仁	CurrentYearInstant	/disc/65740/081220180514437694_tse-acedifsm-65740-20180515365740-ixbrl.htm
2018-05-15	年次	当期					Tel			03-3770-1190	CurrentYearInstant	/disc/65740/081220180514437694_tse-acedifsm-65740-20180515365740-ixbrl.htm
2018-05-15	年次	当期					DateOfGeneralShareholdersMeetingAsPlanned			2018年６月29日	CurrentYearInstant	/disc/65740/081220180514437694_tse-acedifsm-65740-20180515365740-ixbrl.htm
2018-05-15	年次	当期					AnnualSecuritiesReportFilingDateAsPlanned			2018年６月29日	CurrentYearInstant	/disc/65740/081220180514437694_tse-acedifsm-65740-20180515365740-ixbrl.htm
2018-05-15	年次	当期					SupplementalMaterialOfAnnualResults			有	CurrentYearInstant	/disc/65740/081220180514437694_tse-acedifsm-65740-20180515365740-ixbrl.htm
2018-05-15	年次	当期					ConveningBriefingOfAnnualResults			有	CurrentYearInstant	/disc/65740/081220180514437694_tse-acedifsm-65740-20180515365740-ixbrl.htm
2018-05-15	年次	当期					TargetAudienceBriefingOfAnnualResults			機関投資家・アナリスト向け	CurrentYearInstant	/disc/65740/081220180514437694_tse-acedifsm-65740-20180515365740-ixbrl.htm
2018-05-15	年次	当期					NoteToFractionProcessingMethod			(百万円未満四捨五入)	CurrentYearInstant	/disc/65740/081220180514437694_tse-acedifsm-65740-20180515365740-ixbrl.htm
2018-05-15	年次	当期	連結	実績		売上収益（IFRS）	SalesIFRS	2009000000	JPY	2,009	CurrentYearDuration_ConsolidatedMember_ResultMember	/disc/65740/081220180514437694_tse-acedifsm-65740-20180515365740-ixbrl.htm
2018-05-15	年次	当期	連結	実績		売上収益の増減率（IFRS）	ChangeInSalesIFRS	0.124	Pure	12.4	CurrentYearDuration_ConsolidatedMember_ResultMember	/disc/65740/081220180514437694_tse-acedifsm-65740-20180515365740-ixbrl.htm
2018-05-15	年次	当期	連結	実績		営業利益（IFRS）	OperatingIncomeIFRS	144000000	JPY	144	CurrentYearDuration_ConsolidatedMember_ResultMember	/disc/65740/081220180514437694_tse-acedifsm-65740-20180515365740-ixbrl.htm
2018-05-15	年次	当期	連結	実績		営業利益の増減率（IFRS）	ChangeInOperatingIncomeIFRS	0.333	Pure	33.3	CurrentYearDuration_ConsolidatedMember_ResultMember	/disc/65740/081220180514437694_tse-acedifsm-65740-20180515365740-ixbrl.htm
2018-05-15	年次	当期	連結	実績		税引前利益（IFRS）	ProfitBeforeTaxIFRS	138000000	JPY	138	CurrentYearDuration_ConsolidatedMember_ResultMember	/disc/65740/081220180514437694_tse-acedifsm-65740-20180515365740-ixbrl.htm
2018-05-15	年次	当期	連結	実績		税引前利益の増減率（IFRS）	ChangeInProfitBeforeTaxIFRS	0.364	Pure	36.4	CurrentYearDuration_ConsolidatedMember_ResultMember	/disc/65740/081220180514437694_tse-acedifsm-65740-20180515365740-ixbrl.htm
2018-05-15	年次	当期	連結	実績		当期利益（IFRS）	ProfitIFRS	91000000	JPY	91	CurrentYearDuration_ConsolidatedMember_ResultMember	/disc/65740/081220180514437694_tse-acedifsm-65740-20180515365740-ixbrl.htm
2018-05-15	年次	当期	連結	実績		当期利益の増減率（IFRS）	ChangeInProfitIFRS	0.429	Pure	42.9	CurrentYearDuration_ConsolidatedMember_ResultMember	/disc/65740/081220180514437694_tse-acedifsm-65740-20180515365740-ixbrl.htm
2018-05-15	年次	当期	連結	実績		親会社の所有者に帰属する当期利益（IFRS）	ProfitAttributableToOwnersOfParentIFRS	91000000	JPY	91	CurrentYearDuration_ConsolidatedMember_ResultMember	/disc/65740/081220180514437694_tse-acedifsm-65740-20180515365740-ixbrl.htm
2018-05-15	年次	当期	連結	実績		親会社の所有者に帰属する当期利益の増減率（IFRS）	ChangeInProfitAttributableToOwnersOfParentIFRS	0.429	Pure	42.9	CurrentYearDuration_ConsolidatedMember_ResultMember	/disc/65740/081220180514437694_tse-acedifsm-65740-20180515365740-ixbrl.htm
2018-05-15	年次	当期	連結	実績			TotalComprehensiveIncomeIFRS	91000000	JPY	91	CurrentYearDuration_ConsolidatedMember_ResultMember	/disc/65740/081220180514437694_tse-acedifsm-65740-20180515365740-ixbrl.htm
2018-05-15	年次	当期	連結	実績			ChangesInTotalComprehensiveIncomeIFRS	0.429	Pure	42.9	CurrentYearDuration_ConsolidatedMember_ResultMember	/disc/65740/081220180514437694_tse-acedifsm-65740-20180515365740-ixbrl.htm
2018-05-15	年次	前期	連結	実績		売上収益（IFRS）	SalesIFRS	1788000000	JPY	1,788	PriorYearDuration_ConsolidatedMember_ResultMember	/disc/65740/081220180514437694_tse-acedifsm-65740-20180515365740-ixbrl.htm
2018-05-15	年次	前期	連結	実績		売上収益の増減率（IFRS）	ChangeInSalesIFRS	0.256	Pure	25.6	PriorYearDuration_ConsolidatedMember_ResultMember	/disc/65740/081220180514437694_tse-acedifsm-65740-20180515365740-ixbrl.htm
2018-05-15	年次	前期	連結	実績		営業利益（IFRS）	OperatingIncomeIFRS	108000000	JPY	108	PriorYearDuration_ConsolidatedMember_ResultMember	/disc/65740/081220180514437694_tse-acedifsm-65740-20180515365740-ixbrl.htm
2018-05-15	年次	前期	連結	実績		営業利益の増減率（IFRS）	ChangeInOperatingIncomeIFRS	2.817	Pure	281.7	PriorYearDuration_ConsolidatedMember_ResultMember	/disc/65740/081220180514437694_tse-acedifsm-65740-20180515365740-ixbrl.htm
2018-05-15	年次	前期	連結	実績		税引前利益（IFRS）	ProfitBeforeTaxIFRS	101000000	JPY	101	PriorYearDuration_ConsolidatedMember_ResultMember	/disc/65740/081220180514437694_tse-acedifsm-65740-20180515365740-ixbrl.htm
2018-05-15	年次	前期	連結	実績		当期利益（IFRS）	ProfitIFRS	63000000	JPY	63	PriorYearDuration_ConsolidatedMember_ResultMember	/disc/65740/081220180514437694_tse-acedifsm-65740-20180515365740-ixbrl.htm
2018-05-15	年次	前期	連結	実績		親会社の所有者に帰属する当期利益（IFRS）	ProfitAttributableToOwnersOfParentIFRS	63000000	JPY	63	PriorYearDuration_ConsolidatedMember_ResultMember	/disc/65740/081220180514437694_tse-acedifsm-65740-20180515365740-ixbrl.htm
2018-05-15	年次	前期	連結	実績			TotalComprehensiveIncomeIFRS	63000000	JPY	63	PriorYearDuration_ConsolidatedMember_ResultMember	/disc/65740/081220180514437694_tse-acedifsm-65740-20180515365740-ixbrl.htm
2018-05-15	年次	当期	連結	実績		基本的1株当たり当期利益（IFRS）	BasicEarningsPerShareIFRS	42.38	JPYPerShares	42.38	CurrentYearDuration_ConsolidatedMember_ResultMember	/disc/65740/081220180514437694_tse-acedifsm-65740-20180515365740-ixbrl.htm
2018-05-15	年次	当期	連結	実績		希薄化後1株当たり当期利益（IFRS）	DilutedEarningsPerShareIFRS	42.38	JPYPerShares	42.38	CurrentYearDuration_ConsolidatedMember_ResultMember	/disc/65740/081220180514437694_tse-acedifsm-65740-20180515365740-ixbrl.htm
2018-05-15	年次	当期	連結	実績			ProfitToEquityAttributableToOwnersOfParentRatioIFRS	0.132	Pure	13.2	CurrentYearDuration_ConsolidatedMember_ResultMember	/disc/65740/081220180514437694_tse-acedifsm-65740-20180515365740-ixbrl.htm
2018-05-15	年次	当期	連結	実績			ProfitBeforeTaxToTotalAssetsRatioIFRS	0.086	Pure	8.6	CurrentYearDuration_ConsolidatedMember_ResultMember	/disc/65740/081220180514437694_tse-acedifsm-65740-20180515365740-ixbrl.htm
2018-05-15	年次	当期	連結	実績			OperatingIncomeToNetSalesRatioIFRS	0.072	Pure	7.2	CurrentYearDuration_ConsolidatedMember_ResultMember	/disc/65740/081220180514437694_tse-acedifsm-65740-20180515365740-ixbrl.htm
2018-05-15	年次	前期	連結	実績		基本的1株当たり当期利益（IFRS）	BasicEarningsPerShareIFRS	29.66	JPYPerShares	29.66	PriorYearDuration_ConsolidatedMember_ResultMember	/disc/65740/081220180514437694_tse-acedifsm-65740-20180515365740-ixbrl.htm
2018-05-15	年次	前期	連結	実績		希薄化後1株当たり当期利益（IFRS）	DilutedEarningsPerShareIFRS	29.66	JPYPerShares	29.66	PriorYearDuration_ConsolidatedMember_ResultMember	/disc/65740/081220180514437694_tse-acedifsm-65740-20180515365740-ixbrl.htm
2018-05-15	年次	前期	連結	実績			ProfitToEquityAttributableToOwnersOfParentRatioIFRS	0.105	Pure	10.5	PriorYearDuration_ConsolidatedMember_ResultMember	/disc/65740/081220180514437694_tse-acedifsm-65740-20180515365740-ixbrl.htm
2018-05-15	年次	前期	連結	実績			ProfitBeforeTaxToTotalAssetsRatioIFRS	0.067	Pure	6.7	PriorYearDuration_ConsolidatedMember_ResultMember	/disc/65740/081220180514437694_tse-acedifsm-65740-20180515365740-ixbrl.htm
2018-05-15	年次	前期	連結	実績			OperatingIncomeToNetSalesRatioIFRS	0.060	Pure	6.0	PriorYearDuration_ConsolidatedMember_ResultMember	/disc/65740/081220180514437694_tse-acedifsm-65740-20180515365740-ixbrl.htm
2018-05-15	年次	当期	連結	実績		経営成績の注記	NoteToOperatingResults			(参考) EBITDA 2018年３月期 182百万円 2017年３月期 145百万円(注)１. 当社グループは経営上の重要な指標としてEBITDAを用いております。 ２. 当社は、2018年１月４日付で普通株式１株につき10株の株式分割を行っておりますが、前連結会計年度 の期首に当該株式分割が行われたと仮定して、「基本的１株当たり当期利益」及び「希薄化後１株当た り当期利益」を算出しております。 ３. 当社株式は、2018年３月31日においては非上場であり、新株予約権は存在するものの、権利確定が上場 条件付となっているため、「希薄化後１株当たり当期利益」の計算に含めておりません。	CurrentYearDuration_ConsolidatedMember_ResultMember	/disc/65740/081220180514437694_tse-acedifsm-65740-20180515365740-ixbrl.htm
2018-05-15	年次	当期	連結	実績		資産合計（IFRS）	TotalAssetsIFRS	1643000000	JPY	1,643	CurrentYearInstant_ConsolidatedMember_ResultMember	/disc/65740/081220180514437694_tse-acedifsm-65740-20180515365740-ixbrl.htm
2018-05-15	年次	当期	連結	実績			TotalEquityIFRS	735000000	JPY	735	CurrentYearInstant_ConsolidatedMember_ResultMember	/disc/65740/081220180514437694_tse-acedifsm-65740-20180515365740-ixbrl.htm
2018-05-15	年次	当期	連結	実績		親会社の所有者に帰属する持分（IFRS）	EquityAttributableToOwnersOfParentIFRS	735000000	JPY	735	CurrentYearInstant_ConsolidatedMember_ResultMember	/disc/65740/081220180514437694_tse-acedifsm-65740-20180515365740-ixbrl.htm
2018-05-15	年次	当期	連結	実績			EquityAttributableToOwnersOfParentToTotalAssetsRatioIFRS	0.447	Pure	44.7	CurrentYearInstant_ConsolidatedMember_ResultMember	/disc/65740/081220180514437694_tse-acedifsm-65740-20180515365740-ixbrl.htm
2018-05-15	年次	当期	連結	実績			EquityAttributableToOwnersOfParentPerShareIFRS	343.75	JPYPerShares	343.75	CurrentYearInstant_ConsolidatedMember_ResultMember	/disc/65740/081220180514437694_tse-acedifsm-65740-20180515365740-ixbrl.htm
