日付	書類	期	連単	区分	四半期	項目名	タグ	値	単位	表示	コンテキスト	出所
2025-06-13	四半期	当期第3四半期累計				書類名	DocumentName			第３四半期決算短信〔日本基準〕（連結）	CurrentAccumulatedQ3Instant	/disc/350A0/081220250612588887_tse-qcedjpsm-350A0-202506133350A0-ixbrl.htm
2025-06-13	四半期	当期第3四半期累計				提出日	FilingDate			2025年６月13日	CurrentAccumulatedQ3Instant	/disc/350A0/081220250612588887_tse-qcedjpsm-350A0-202506133350A0-ixbrl.htm
2025-06-13	四半期	当期第3四半期累計				会社名	CompanyName			デジタルグリッド株式会社	CurrentAccumulatedQ3Instant	/disc/350A0/081220250612588887_tse-qcedjpsm-350A0-202506133350A0-ixbrl.htm
2025-06-13	四半期	当期第3四半期累計					TokyoStockExchange			東	CurrentAccumulatedQ3Instant	/disc/350A0/081220250612588887_tse-qcedjpsm-350A0-202506133350A0-ixbrl.htm
2025-06-13	四半期	当期第3四半期累計				証券コード	SecuritiesCode			350A	CurrentAccumulatedQ3Instant	/disc/350A0/081220250612588887_tse-qcedjpsm-350A0-202506133350A0-ixbrl.htm
2025-06-13	四半期	当期第3四半期累計				URL	URL			https://www.digitalgrid.com/	CurrentAccumulatedQ3Instant	/disc/350A0/081220250612588887_tse-qcedjpsm-350A0-202506133350A0-ixbrl.htm
2025-06-13	四半期	当期第3四半期累計				代表者の役職	TitleRepresentative			代表取締役社長ＣＥＯ	CurrentAccumulatedQ3Instant	/disc/350A0/081220250612588887_tse-qcedjpsm-350A0-202506133350A0-ixbrl.htm
2025-06-13	四半期	当期第3四半期累計				代表者名	NameRepresentative			豊田&#160; 祐介	CurrentAccumulatedQ3Instant	/disc/350A0/081220250612588887_tse-qcedjpsm-350A0-202506133350A0-ixbrl.htm
2025-06-13	四半期	当期第3四半期累計					TitleInquiries			取締役ＣＦＯ	CurrentAccumulatedQ3Instant	/disc/350A0/081220250612588887_tse-qcedjpsm-350A0-202506133350A0-ixbrl.htm
2025-06-13	四半期	当期第3四半期累計					NameInquiries			嶋田&#160; 剛久	CurrentAccumulatedQ3Instant	/disc/350A0/081220250612588887_tse-qcedjpsm-350A0-202506133350A0-ixbrl.htm
2025-06-13	四半期	当期第3四半期累計					Tel			03-6277-7123	CurrentAccumulatedQ3Instant	/disc/350A0/081220250612588887_tse-qcedjpsm-350A0-202506133350A0-ixbrl.htm
2025-06-13	四半期	当期第3四半期累計					SupplementalMaterialOfResults			有	CurrentAccumulatedQ3Instant	/disc/350A0/081220250612588887_tse-qcedjpsm-350A0-202506133350A0-ixbrl.htm
2025-06-13	四半期	当期第3四半期累計					ConveningBriefingOfResults			無	CurrentAccumulatedQ3Instant	/disc/350A0/081220250612588887_tse-qcedjpsm-350A0-202506133350A0-ixbrl.htm
2025-06-13	四半期	当期第3四半期累計					NoteToFractionProcessingMethod			（百万円未満切捨て）	CurrentAccumulatedQ3Instant	/disc/350A0/081220250612588887_tse-qcedjpsm-350A0-202506133350A0-ixbrl.htm
2025-06-13	四半期	当期第3四半期累計	連結	実績		売上高	NetSales	4791000000	JPY	4,791	CurrentAccumulatedQ3Duration_ConsolidatedMember_ResultMember	/disc/350A0/081220250612588887_tse-qcedjpsm-350A0-202506133350A0-ixbrl.htm
2025-06-13	四半期	当期第3四半期累計	連結	実績		営業利益	OperatingIncome	2374000000	JPY	2,374	CurrentAccumulatedQ3Duration_ConsolidatedMember_ResultMember	/disc/350A0/081220250612588887_tse-qcedjpsm-350A0-202506133350A0-ixbrl.htm
2025-06-13	四半期	当期第3四半期累計	連結	実績		経常利益	OrdinaryIncome	2273000000	JPY	2,273	CurrentAccumulatedQ3Duration_ConsolidatedMember_ResultMember	/disc/350A0/081220250612588887_tse-qcedjpsm-350A0-202506133350A0-ixbrl.htm
2025-06-13	四半期	当期第3四半期累計	連結	実績		親会社株主に帰属する当期純利益	ProfitAttributableToOwnersOfParent	1587000000	JPY	1,587	CurrentAccumulatedQ3Duration_ConsolidatedMember_ResultMember	/disc/350A0/081220250612588887_tse-qcedjpsm-350A0-202506133350A0-ixbrl.htm
2025-06-13	四半期	当期第3四半期累計	連結	実績		包括利益	ComprehensiveIncome	1587000000	JPY	1,587	CurrentAccumulatedQ3Duration_ConsolidatedMember_ResultMember	/disc/350A0/081220250612588887_tse-qcedjpsm-350A0-202506133350A0-ixbrl.htm
2025-06-13	四半期	当期第3四半期累計	連結	実績		1株当たり当期純利益	NetIncomePerShare	267.11	JPYPerShares	267.11	CurrentAccumulatedQ3Duration_ConsolidatedMember_ResultMember	/disc/350A0/081220250612588887_tse-qcedjpsm-350A0-202506133350A0-ixbrl.htm
2025-06-13	四半期	当期第3四半期累計	連結	実績		潜在株式調整後1株当たり当期純利益	DilutedNetIncomePerShare	214.39	JPYPerShares	214.39	CurrentAccumulatedQ3Duration_ConsolidatedMember_ResultMember	/disc/350A0/081220250612588887_tse-qcedjpsm-350A0-202506133350A0-ixbrl.htm
2025-06-13	四半期	当期第3四半期累計	連結	実績		経営成績の注記	NoteToOperatingResults			（注）１．2025年７月期より連結財務諸表を作成しているため、2024年７月期第３四半期の数値及び対前年同四半期増減率は記載しておりません。２．当社は2025年２月12日付で普通株式１株につき10株の割合で株式分割を行っております。当連結会計年度の期首に当該株式分割が行われたと仮定して、「１株当たり四半期純利益」及び「潜在株式調整後１株当たり四半期純利益」を算定しております。３．当社株式は2025年４月22日付で東京証券取引所グロース市場に上場したため、2025年７月期第３四半期の「潜在株式調整後１株当たり四半期純利益」は、新規上場日から2025年７月期第３四半期の末日までの平均株価を期中平均株価とみなして算定しております。	CurrentAccumulatedQ3Duration_ConsolidatedMember_ResultMember	/disc/350A0/081220250612588887_tse-qcedjpsm-350A0-202506133350A0-ixbrl.htm
2025-06-13	四半期	当期第3四半期累計	連結	実績		総資産	TotalAssets	17007000000	JPY	17,007	CurrentAccumulatedQ3Instant_ConsolidatedMember_ResultMember	/disc/350A0/081220250612588887_tse-qcedjpsm-350A0-202506133350A0-ixbrl.htm
2025-06-13	四半期	当期第3四半期累計	連結	実績		純資産	NetAssets	6855000000	JPY	6,855	CurrentAccumulatedQ3Instant_ConsolidatedMember_ResultMember	/disc/350A0/081220250612588887_tse-qcedjpsm-350A0-202506133350A0-ixbrl.htm
2025-06-13	四半期	当期第3四半期累計	連結	実績		自己資本比率	CapitalAdequacyRatio	0.403	Pure	40.3	CurrentAccumulatedQ3Instant_ConsolidatedMember_ResultMember	/disc/350A0/081220250612588887_tse-qcedjpsm-350A0-202506133350A0-ixbrl.htm
2025-06-13	四半期	当期第3四半期累計	連結	実績		自己資本	OwnersEquity	6855000000	JPY	6,855	CurrentAccumulatedQ3Instant_ConsolidatedMember_ResultMember	/disc/350A0/081220250612588887_tse-qcedjpsm-350A0-202506133350A0-ixbrl.htm
2025-06-13	四半期	当期第3四半期累計	連結	実績			NoteToFinancialPositions			（注）2025年７月期より連結財務諸表を作成しているため、2024年７月期の数値は記載しておりません。	CurrentAccumulatedQ3Instant_ConsolidatedMember_ResultMember	/disc/350A0/081220250612588887_tse-qcedjpsm-350A0-202506133350A0-ixbrl.htm
2025-06-13	四半期	前期	単体	実績	期末	1株当たり配当金	DividendPerShare	0.00	JPYPerShares	0.00	PriorYearDuration_YearEndMember_NonConsolidatedMember_ResultMember	/disc/350A0/081220250612588887_tse-qcedjpsm-350A0-202506133350A0-ixbrl.htm
2025-06-13	四半期	前期	単体	実績	合計	1株当たり配当金	DividendPerShare	0.00	JPYPerShares	0.00	PriorYearDuration_AnnualMember_NonConsolidatedMember_ResultMember	/disc/350A0/081220250612588887_tse-qcedjpsm-350A0-202506133350A0-ixbrl.htm
2025-06-13	四半期	当期	単体	予想	期末	1株当たり配当金	DividendPerShare	0.00	JPYPerShares	0.00	CurrentYearDuration_YearEndMember_NonConsolidatedMember_ForecastMember	/disc/350A0/081220250612588887_tse-qcedjpsm-350A0-202506133350A0-ixbrl.htm
2025-06-13	四半期	当期	単体	予想	合計	1株当たり配当金	DividendPerShare	0.00	JPYPerShares	0.00	CurrentYearDuration_AnnualMember_NonConsolidatedMember_ForecastMember	/disc/350A0/081220250612588887_tse-qcedjpsm-350A0-202506133350A0-ixbrl.htm
2025-06-13	四半期	当期	単体	実績	合計	当四半期における配当予想の修正	CorrectionOfDividendForecastInThisQuarter			無	CurrentYearDuration_AnnualMember_NonConsolidatedMember_ResultMember	/disc/350A0/081220250612588887_tse-qcedjpsm-350A0-202506133350A0-ixbrl.htm
2025-06-13	四半期	当期	連結	予想		業績予想の見出し	TitleForForecasts			３．2025年７月期の連結業績予想（2024年８月１日～2025年７月31日）	CurrentYearDuration_ConsolidatedMember_ForecastMember	/disc/350A0/081220250612588887_tse-qcedjpsm-350A0-202506133350A0-ixbrl.htm
2025-06-13	四半期	当期	連結	予想		売上高	NetSales	5587000000	JPY	5,587	CurrentYearDuration_ConsolidatedMember_ForecastMember	/disc/350A0/081220250612588887_tse-qcedjpsm-350A0-202506133350A0-ixbrl.htm
2025-06-13	四半期	当期	連結	予想		営業利益	OperatingIncome	2362000000	JPY	2,362	CurrentYearDuration_ConsolidatedMember_ForecastMember	/disc/350A0/081220250612588887_tse-qcedjpsm-350A0-202506133350A0-ixbrl.htm
2025-06-13	四半期	当期	連結	予想		経常利益	OrdinaryIncome	2186000000	JPY	2,186	CurrentYearDuration_ConsolidatedMember_ForecastMember	/disc/350A0/081220250612588887_tse-qcedjpsm-350A0-202506133350A0-ixbrl.htm
2025-06-13	四半期	当期	連結	予想		親会社株主に帰属する当期純利益	ProfitAttributableToOwnersOfParent	1556000000	JPY	1,556	CurrentYearDuration_ConsolidatedMember_ForecastMember	/disc/350A0/081220250612588887_tse-qcedjpsm-350A0-202506133350A0-ixbrl.htm
2025-06-13	四半期	当期	連結	予想		1株当たり当期純利益	NetIncomePerShare	256.20	JPYPerShares	256.20	CurrentYearDuration_ConsolidatedMember_ForecastMember	/disc/350A0/081220250612588887_tse-qcedjpsm-350A0-202506133350A0-ixbrl.htm
2025-06-13	四半期	当期	連結	予想		当四半期における業績予想の修正	CorrectionOfConsolidatedFinancialForecastInThisQuarter			無	CurrentYearDuration_ConsolidatedMember_ForecastMember	/disc/350A0/081220250612588887_tse-qcedjpsm-350A0-202506133350A0-ixbrl.htm
2025-06-13	四半期	当期	連結	予想		業績予想の注記	NoteToForecasts			２．2025年７月期より連結財務諸表を作成しているため、対前期増減率は記載しておりません。３．当社は2025年２月12日付で普通株式１株につき10株の割合で株式分割を行っております。当連結会計年度の期首に当該株式分割が行われたと仮定して、「１株当たり当期純利益」を算定しております。	CurrentYearDuration_ConsolidatedMember_ForecastMember	/disc/350A0/081220250612588887_tse-qcedjpsm-350A0-202506133350A0-ixbrl.htm
2025-06-13	四半期	当期第3四半期累計	連結	実績		期中の連結範囲の重要な変更	SignificantChangesInTheScopeOfConsolidationDuringThePeriod			有	CurrentAccumulatedQ3Duration_ConsolidatedMember_ResultMember	/disc/350A0/081220250612588887_tse-qcedjpsm-350A0-202506133350A0-ixbrl.htm
2025-06-13	四半期	当期第3四半期累計	連結	実績		新規連結子会社数	NumberOfSubsidiariesNewlyConsolidated	1	NumberOfCompanies	1	CurrentAccumulatedQ3Duration_ConsolidatedMember_ResultMember	/disc/350A0/081220250612588887_tse-qcedjpsm-350A0-202506133350A0-ixbrl.htm
2025-06-13	四半期	当期第3四半期累計	連結	実績		新規連結子会社の名称	NameOfSubsidiariesNewlyConsolidated			デジタルグリッドアセットマネジメント株式会社	CurrentAccumulatedQ3Duration_ConsolidatedMember_ResultMember	/disc/350A0/081220250612588887_tse-qcedjpsm-350A0-202506133350A0-ixbrl.htm
2025-06-13	四半期	当期第3四半期累計	連結	実績			NoteToSignificantChangesInTheScopeOfConsolidationDuringThePeriod			（注）詳細は、添付資料Ｐ.６「２．四半期連結財務諸表及び主な注記（３）四半期連結財務諸表に関する注記事項（連結の範囲又は持分法適用の範囲の変更）」をご覧ください。	CurrentAccumulatedQ3Duration_ConsolidatedMember_ResultMember	/disc/350A0/081220250612588887_tse-qcedjpsm-350A0-202506133350A0-ixbrl.htm
2025-06-13	四半期	当期第3四半期累計	連結	実績			ApplyingOfSpecificAccountingOfTheConsolidatedQuarterlyFinancialStatements			有	CurrentAccumulatedQ3Duration_ConsolidatedMember_ResultMember	/disc/350A0/081220250612588887_tse-qcedjpsm-350A0-202506133350A0-ixbrl.htm
2025-06-13	四半期	当期第3四半期累計	連結	実績			NoteToApplyingOfSpecificAccountingOfTheConsolidatedQuarterlyFinancialStatements			（注）詳細は、添付資料Ｐ．６「２．四半期連結財務諸表及び主な注記（３）四半期連結財務諸表に関する注記事項（四半期連結財務諸表の作成に特有の会計処理に関する注記）」をご覧ください。	CurrentAccumulatedQ3Duration_ConsolidatedMember_ResultMember	/disc/350A0/081220250612588887_tse-qcedjpsm-350A0-202506133350A0-ixbrl.htm
2025-06-13	四半期	当期第3四半期累計	連結	実績		会計基準等の改正に伴う変更	ChangesBasedOnRevisionsOfAccountingStandard			無	CurrentAccumulatedQ3Duration_ConsolidatedMember_ResultMember	/disc/350A0/081220250612588887_tse-qcedjpsm-350A0-202506133350A0-ixbrl.htm
2025-06-13	四半期	当期第3四半期累計	連結	実績		それ以外の会計方針の変更	ChangesOtherThanOnesBasedOnRevisionsOfAccountingStandard			無	CurrentAccumulatedQ3Duration_ConsolidatedMember_ResultMember	/disc/350A0/081220250612588887_tse-qcedjpsm-350A0-202506133350A0-ixbrl.htm
2025-06-13	四半期	当期第3四半期累計	連結	実績		会計上の見積りの変更	ChangesInAccountingEstimates			無	CurrentAccumulatedQ3Duration_ConsolidatedMember_ResultMember	/disc/350A0/081220250612588887_tse-qcedjpsm-350A0-202506133350A0-ixbrl.htm
2025-06-13	四半期	当期第3四半期累計	連結	実績		修正再表示	RetrospectiveRestatement			無	CurrentAccumulatedQ3Duration_ConsolidatedMember_ResultMember	/disc/350A0/081220250612588887_tse-qcedjpsm-350A0-202506133350A0-ixbrl.htm
2025-06-13	四半期	当期第3四半期累計	単体	実績		期末発行済株式数(自己株式を含む)	NumberOfIssuedAndOutstandingSharesAtTheEndOfFiscalYearIncludingTreasuryStock	6183300	Shares	6,183,300	CurrentAccumulatedQ3Instant_NonConsolidatedMember_ResultMember	/disc/350A0/081220250612588887_tse-qcedjpsm-350A0-202506133350A0-ixbrl.htm
2025-06-13	四半期	前期	単体	実績		期末発行済株式数(自己株式を含む)	NumberOfIssuedAndOutstandingSharesAtTheEndOfFiscalYearIncludingTreasuryStock	5933300	Shares	5,933,300	PriorYearInstant_NonConsolidatedMember_ResultMember	/disc/350A0/081220250612588887_tse-qcedjpsm-350A0-202506133350A0-ixbrl.htm
2025-06-13	四半期	当期第3四半期累計	単体	実績		期中平均株式数	AverageNumberOfShares	5942458	Shares	5,942,458	CurrentAccumulatedQ3Duration_NonConsolidatedMember_ResultMember	/disc/350A0/081220250612588887_tse-qcedjpsm-350A0-202506133350A0-ixbrl.htm
2025-06-13	四半期	当期第3四半期累計	単体	実績			NoteToNumberOfIssuedAndOutstandingSharesCommonStock			（注）１．当社は、2024年12月27日付の会社法第370条及び当社定款の規定に基づく取締役会の書面決議により、2025年１月23日付でＡ種優先株式、Ｂ種優先株式、Ｓ種優先株式、Ｓ－２種優先株式及びＳ－３種優先株式のすべてについて、定款に定める取得条項に基づき取得し、その対価として普通株式を交付しております。また、当社が取得したＡ種優先株式、Ｂ種優先株式、Ｓ種優先株式、Ｓ－２種優先株式及びＳ－３種優先株式のすべてについて、会社法第178条に基づき同日付で消却しております。なお、当社は、2025年２月12日開催の臨時株主総会において、同日付で種類株式を発行する旨の定款の定めを廃止しております。２．当社は2025年２月12日付で普通株式１株につき10株の割合で株式分割を行っております。前事業年度の期首に当該株式分割が行われたと仮定して、「期末発行済株式数」及び「期中平均株式数」を算定しておりま	CurrentAccumulatedQ3Instant_NonConsolidatedMember_ResultMember	/disc/350A0/081220250612588887_tse-qcedjpsm-350A0-202506133350A0-ixbrl.htm
2025-06-13	四半期	当期第3四半期累計					ReviewOfAttachedConsolidatedQuarterlyFinancialStatementsByACertifiedPublicAccountantOrAnAuditFirm			無	CurrentAccumulatedQ3Duration	/disc/350A0/081220250612588887_tse-qcedjpsm-350A0-202506133350A0-ixbrl.htm
2025-06-13	四半期	当期				将来情報の利用に関する注意	NotesForUsingForecastedInformationAndOthers			（将来に関する記述等についてのご注意）本資料に記載されている業績見通し等の将来に関する記述は、当社が現在入手している情報及び合理的であると判断する一定の前提に基づいており、その達成を当社として約束する趣旨のものではありません。また、実際の業績等は様々な要因により大きく異なる可能性があります。	CurrentYearDuration	/disc/350A0/081220250612588887_tse-qcedjpsm-350A0-202506133350A0-ixbrl.htm
2025-06-13	四半期	当期				決算期末	FiscalYearEnd			2025-07-31	CurrentYearInstant	/disc/350A0/081220250612588887_tse-qcedjpsm-350A0-202506133350A0-ixbrl.htm
2025-06-13	四半期	当期第3四半期累計				四半期	QuarterlyPeriod	3	Pure	3	CurrentAccumulatedQ3Instant	/disc/350A0/081220250612588887_tse-qcedjpsm-350A0-202506133350A0-ixbrl.htm
2025-09-11	年次	当期				書類名	DocumentName			決算短信〔日本基準〕（連結）	CurrentYearInstant	/disc/350A0/081220250910555904_tse-acedjpsm-350A0-202509113350A0-ixbrl.htm
2025-09-11	年次	当期				提出日	FilingDate			2025年９月11日	CurrentYearInstant	/disc/350A0/081220250910555904_tse-acedjpsm-350A0-202509113350A0-ixbrl.htm
2025-09-11	年次	当期				会社名	CompanyName			デジタルグリッド株式会社	CurrentYearInstant	/disc/350A0/081220250910555904_tse-acedjpsm-350A0-202509113350A0-ixbrl.htm
