日付	書類	期	連単	区分	四半期	項目名	タグ	値	単位	表示	コンテキスト	出所
2025-02-14	年次	当期				書類名	DocumentName			決算短信〔日本基準〕(連結)	CurrentYearInstant	/disc/319A0/081220250210567677_tse-acedjpsm-319A0-202502143319A0-ixbrl.htm
2025-02-14	年次	当期				提出日	FilingDate			2025年２月14日	CurrentYearInstant	/disc/319A0/081220250210567677_tse-acedjpsm-319A0-202502143319A0-ixbrl.htm
2025-02-14	年次	当期				会社名	CompanyName			株式会社技術承継機構	CurrentYearInstant	/disc/319A0/081220250210567677_tse-acedjpsm-319A0-202502143319A0-ixbrl.htm
2025-02-14	年次	当期					TokyoStockExchange			東	CurrentYearInstant	/disc/319A0/081220250210567677_tse-acedjpsm-319A0-202502143319A0-ixbrl.htm
2025-02-14	年次	当期				証券コード	SecuritiesCode			319A0	CurrentYearInstant	/disc/319A0/081220250210567677_tse-acedjpsm-319A0-202502143319A0-ixbrl.htm
2025-02-14	年次	当期				URL	URL			https://ngt-g.com/	CurrentYearInstant	/disc/319A0/081220250210567677_tse-acedjpsm-319A0-202502143319A0-ixbrl.htm
2025-02-14	年次	当期				代表者の役職	TitleRepresentative			代表取締役社長	CurrentYearInstant	/disc/319A0/081220250210567677_tse-acedjpsm-319A0-202502143319A0-ixbrl.htm
2025-02-14	年次	当期				代表者名	NameRepresentative			新居 英一	CurrentYearInstant	/disc/319A0/081220250210567677_tse-acedjpsm-319A0-202502143319A0-ixbrl.htm
2025-02-14	年次	当期					TitleInquiries			執行役員兼管理部長	CurrentYearInstant	/disc/319A0/081220250210567677_tse-acedjpsm-319A0-202502143319A0-ixbrl.htm
2025-02-14	年次	当期					NameInquiries			藤井 陽介	CurrentYearInstant	/disc/319A0/081220250210567677_tse-acedjpsm-319A0-202502143319A0-ixbrl.htm
2025-02-14	年次	当期					Tel			050-5538-8495	CurrentYearInstant	/disc/319A0/081220250210567677_tse-acedjpsm-319A0-202502143319A0-ixbrl.htm
2025-02-14	年次	当期					DateOfGeneralShareholdersMeetingAsPlanned			2025年３月27日	CurrentYearInstant	/disc/319A0/081220250210567677_tse-acedjpsm-319A0-202502143319A0-ixbrl.htm
2025-02-14	年次	当期					AnnualSecuritiesReportFilingDateAsPlanned			2025年３月27日	CurrentYearInstant	/disc/319A0/081220250210567677_tse-acedjpsm-319A0-202502143319A0-ixbrl.htm
