コード	企業名	競合リスト
3969	エイトレッド	"[{""code"": ""3923"", ""name"": ""ラクス""}, {""code"": ""4733"", ""name"": ""OBC""}, {""code"": ""9629"", ""name"": ""PCA""}]"
3477	フォーライフ	"[{""code"": ""1841"", ""name"": ""サンユー建""}, {""code"": ""3261"", ""name"": ""グランディ""}, {""code"": ""3467"", ""name"": ""アグレ都D""}]"
3970	イノベーション	"[{""code"": ""2371"", ""name"": ""カカクコム""}, {""code"": ""3679"", ""name"": ""じげん""}, {""code"": ""3688"", ""name"": ""CARTA""}]"
6541	グレイステクノロジー	
3968	セグエグループ	"[{""code"": ""3040"", ""name"": ""ソリトンS""}, {""code"": ""3762"", ""name"": ""テクマトリ""}]"
3556	リネットジャパングループ	"[{""code"": ""3135"", ""name"": ""マケットE""}, {""code"": ""3179"", ""name"": ""シュッピン""}]"
6540	船場	"[{""code"": ""9622"", ""name"": ""スペース""}, {""code"": ""9716"", ""name"": ""乃村工芸社""}, {""code"": ""9743"", ""name"": ""丹青社""}]"
7316	ＺＭＰ	
7192	日本モーゲージサービス	"[{""code"": ""7164"", ""name"": ""全国保証""}, {""code"": ""7187"", ""name"": ""Jリース""}, {""code"": ""7198"", ""name"": ""SBIアル""}]"
7782	シンシア	"[{""code"": ""7743"", ""name"": ""シード""}, {""code"": ""7780"", ""name"": ""メニコン""}]"
3476	投資法人みらい	
6539	ＭＳ－Ｊａｐａｎ	"[{""code"": ""2124"", ""name"": ""JACリク""}, {""code"": ""2175"", ""name"": ""SMS""}, {""code"": ""6098"", ""name"": ""リクルトH""}]"
6538	キャリアインデックス	"[{""code"": ""2379"", ""name"": ""ディップ""}, {""code"": ""2410"", ""name"": ""キャリアデ""}, {""code"": ""3679"", ""name"": ""じげん""}]"
3475	グッドコムアセット	"[{""code"": ""5535"", ""name"": ""ミガロHD""}, {""code"": ""8935"", ""name"": ""FJネクス""}]"
7191	イントラスト	"[{""code"": ""7183"", ""name"": ""あんしん保""}, {""code"": ""7187"", ""name"": ""Jリース""}, {""code"": ""7196"", ""name"": ""Casa""}]"
9282	いちごグリーンインフラ投資法人	
3550	スタジオアタオ	"[{""code"": ""3174"", ""name"": ""ハピネスD""}, {""code"": ""7818"", ""name"": ""トランザク""}, {""code"": ""9990"", ""name"": ""サックバH""}]"
3967	エルテス	"[{""code"": ""3680"", ""name"": ""ホトリンク""}, {""code"": ""3905"", ""name"": ""データセク""}, {""code"": ""6050"", ""name"": ""Eガーディ""}]"
5704	ＪＭＣ	"[{""code"": ""7999"", ""name"": ""MUTOH""}]"
6537	ＷＡＳＨハウス	"[{""code"": ""2300"", ""name"": ""きょくとう""}, {""code"": ""2353"", ""name"": ""日駐車場開""}, {""code"": ""6029"", ""name"": ""アトラG""}]"
3267	フィル・カンパニー	"[{""code"": ""2353"", ""name"": ""日駐車場開""}, {""code"": ""4666"", ""name"": ""パーク24""}, {""code"": ""4809"", ""name"": ""パラカ""}]"
3548	バロックジャパンリミテッド	"[{""code"": ""2685"", ""name"": ""アダストリ""}, {""code"": ""7453"", ""name"": ""良品計画""}, {""code"": ""9983"", ""name"": ""Fリテイリ""}]"
1438	岐阜造園	"[{""code"": ""1376"", ""name"": ""カネコ種苗""}, {""code"": ""6061"", ""name"": ""ユニバ園芸""}]"
6535	アイモバイル	"[{""code"": ""2461"", ""name"": ""ファンコミ""}, {""code"": ""3688"", ""name"": ""CARTA""}, {""code"": ""3962"", ""name"": ""チェンジH""}]"
9142	九州旅客鉄道〔JR九州〕	"[{""code"": ""9021"", ""name"": ""JR西日本""}, {""code"": ""9022"", ""name"": ""JR東海""}, {""code"": ""9031"", ""name"": ""西日本鉄道""}]"
3966	ユーザベース	
7190	マーキュリアインベストメント	
4189	KHネオケム	"[{""code"": ""4403"", ""name"": ""日油""}, {""code"": ""4970"", ""name"": ""東洋合成工""}]"
3965	キャピタル・アセット・プランニング	"[{""code"": ""4762"", ""name"": ""Xネット""}, {""code"": ""9759"", ""name"": ""NSD""}]"
3474	Ｇ－ＦＡＣＴＯＲＹ	"[{""code"": ""2751"", ""name"": ""テンポスH""}, {""code"": ""3484"", ""name"": ""イノベHD""}]"
3964	オークネット	"[{""code"": ""2480"", ""name"": ""シス・ロケ""}, {""code"": ""3186"", ""name"": ""ネクステジ""}, {""code"": ""3674"", ""name"": ""オクファン""}]"
3963	シンクロ・フード	"[{""code"": ""2371"", ""name"": ""カカクコム""}, {""code"": ""6048"", ""name"": ""デザワンJ""}, {""code"": ""6049"", ""name"": ""イトクロ""}]"
3961	シルバーエッグ・テクノロジー	"[{""code"": ""3655"", ""name"": ""Bパッド""}, {""code"": ""4259"", ""name"": ""エクサウィ""}, {""code"": ""5026"", ""name"": ""トリプルI""}]"
3962	チェンジ	"[{""code"": ""4443"", ""name"": ""サンサン""}, {""code"": ""6200"", ""name"": ""インソース""}, {""code"": ""6532"", ""name"": ""ベイカレ""}]"
3960	バリューデザイン	
3940	ノムラシステムコーポレーション	"[{""code"": ""3666"", ""name"": ""テクノスJ""}, {""code"": ""4335"", ""name"": ""IPS""}, {""code"": ""4828"", ""name"": ""B-ENG""}]"
3547	串カツ田中	"[{""code"": ""3193"", ""name"": ""エタナルH""}, {""code"": ""7524"", ""name"": ""マルシェ""}, {""code"": ""9887"", ""name"": ""松屋FHD""}]"
3939	カナミックネットワーク	"[{""code"": ""2150"", ""name"": ""ケアネット""}, {""code"": ""2413"", ""name"": ""エムスリー""}, {""code"": ""6095"", ""name"": ""メドピア""}]"
6533	デジタルアイデンティティ	"[{""code"": ""3697"", ""name"": ""SHIFT""}, {""code"": ""3915"", ""name"": ""テラスカイ""}, {""code"": ""4293"", ""name"": ""セプテニH""}]"
3473	さくら総合リート投資法人	
6532	ベイカレント・コンサルティング	"[{""code"": ""4307"", ""name"": ""NRI""}, {""code"": ""6088"", ""name"": ""シグマクシ""}]"
3545	デファクトスタンダード	
3472	大江戸温泉リート投資法人	
3471	三井不動産ロジスティクスパーク投資法人	
3470	マリモ地方創生リート投資法人	
6531	リファインバース	
3469	デュアルタップ	"[{""code"": ""3475"", ""name"": ""グッドコム""}, {""code"": ""5535"", ""name"": ""ミガロHD""}, {""code"": ""8935"", ""name"": ""FJネクス""}]"
6200	インソース	"[{""code"": ""2170"", ""name"": ""リンクモチ""}, {""code"": ""2464"", ""name"": ""アオバBB""}, {""code"": ""9610"", ""name"": ""ウィルソン""}]"
3938	LINE	
6199	セラク	"[{""code"": ""3697"", ""name"": ""SHIFT""}, {""code"": ""4413"", ""name"": ""ボードルア""}, {""code"": ""4751"", ""name"": ""サイバーA""}]"
3543	コメダホールディングス	"[{""code"": ""3087"", ""name"": ""ドト日レH""}, {""code"": ""3395"", ""name"": ""サンマルH""}, {""code"": ""9853"", ""name"": ""銀座ルノア""}]"
6197	ソラスト	"[{""code"": ""2175"", ""name"": ""SMS""}, {""code"": ""6198"", ""name"": ""キャリア""}]"
3542	ベガコーポレーション	"[{""code"": ""3092"", ""name"": ""ZOZO""}, {""code"": ""3195"", ""name"": ""ジェネパス""}, {""code"": ""9843"", ""name"": ""ニトリHD""}]"
6198	キャリア	"[{""code"": ""2175"", ""name"": ""SMS""}, {""code"": ""4318"", ""name"": ""クイック""}, {""code"": ""6070"", ""name"": ""キャリアL""}]"
6193	バーチャレクス・コンサルティング	"[{""code"": ""3762"", ""name"": ""テクマトリ""}, {""code"": ""6088"", ""name"": ""シグマクシ""}]"
7187	ジェイリース	"[{""code"": ""5845"", ""name"": ""全保連""}, {""code"": ""7191"", ""name"": ""イントラス""}, {""code"": ""7196"", ""name"": ""Casa""}]"
6196	ストライク	"[{""code"": ""2127"", ""name"": ""日本M&A""}, {""code"": ""4792"", ""name"": ""山田コンサ""}, {""code"": ""6080"", ""name"": ""M&ACP""}]"
3937	ＡＷＳホールディングス	"[{""code"": ""3918"", ""name"": ""PCIHD""}, {""code"": ""4053"", ""name"": ""サンアスタ""}]"
2820	やまみ	"[{""code"": ""2908"", ""name"": ""フジッコ""}, {""code"": ""2911"", ""name"": ""旭松食品""}]"
3541	農業総合研究所	"[{""code"": ""3392"", ""name"": ""デリカFH""}, {""code"": ""8006"", ""name"": ""ユアサフナ""}, {""code"": ""9259"", ""name"": ""タカヨシH""}]"
6194	アトラエ	"[{""code"": ""2168"", ""name"": ""パソナG""}, {""code"": ""2410"", ""name"": ""キャリアデ""}, {""code"": ""4194"", ""name"": ""ビジョナル""}]"
6195	ホープ	"[{""code"": ""2389"", ""name"": ""デジタルH""}, {""code"": ""3962"", ""name"": ""チェンジH""}, {""code"": ""6049"", ""name"": ""イトクロ""}]"
9281	タカラレーベン・インフラ投資法人	
3539	ジャパンミート	"[{""code"": ""3038"", ""name"": ""神戸物産""}, {""code"": ""3222"", ""name"": ""USMHD""}, {""code"": ""8279"", ""name"": ""ヤオコー""}]"
3468	スターアジア不動産投資法人	
3936	グローバルウェイ	"[{""code"": ""3679"", ""name"": ""じげん""}, {""code"": ""3915"", ""name"": ""テラスカイ""}, {""code"": ""6054"", ""name"": ""リブセンス""}]"
3935	エディア	"[{""code"": ""3662"", ""name"": ""エイチーム""}, {""code"": ""3904"", ""name"": ""カヤック""}, {""code"": ""3907"", ""name"": ""シリコンS""}]"
3504	丸八ホールディングス	"[{""code"": ""3202"", ""name"": ""ダイトウボ""}, {""code"": ""7817"", ""name"": ""パラマウH""}, {""code"": ""7840"", ""name"": ""FベッドH""}]"
6192	ハイアス・アンド・カンパニー	
3922	ＰＲＴＩＭＥＳ	"[{""code"": ""6058"", ""name"": ""ベクトル""}]"
6191	エボラブルアジア	"[{""code"": ""3926"", ""name"": ""オプンドア""}, {""code"": ""6030"", ""name"": ""アドベンチ""}, {""code"": ""9603"", ""name"": ""HIS""}]"
3934	ベネフィットジャパン	"[{""code"": ""9418"", ""name"": ""UNEXT""}, {""code"": ""9419"", ""name"": ""ワイヤG""}, {""code"": ""9424"", ""name"": ""日本通信""}]"
3538	ウイルプラスホールディングス	"[{""code"": ""3186"", ""name"": ""ネクステジ""}, {""code"": ""4732"", ""name"": ""USS""}, {""code"": ""9856"", ""name"": ""ケーユーH""}]"
3933	チエル	"[{""code"": ""2326"", ""name"": ""Dアーツ""}, {""code"": ""4686"", ""name"": ""ジャストS""}, {""code"": ""8057"", ""name"": ""内田洋行""}]"
6190	フェニックスバイオ	"[{""code"": ""2395"", ""name"": ""新日本科学""}, {""code"": ""4572"", ""name"": ""カルナBS""}, {""code"": ""4694"", ""name"": ""BML""}]"
6237	イワキポンプ	"[{""code"": ""6322"", ""name"": ""タクミナ""}, {""code"": ""6333"", ""name"": ""帝国電機製""}, {""code"": ""6376"", ""name"": ""日機装""}]"
9466	アイドママーケティングコミュニケーション	"[{""code"": ""2180"", ""name"": ""サニサイG""}, {""code"": ""2411"", ""name"": ""ゲンダイ""}, {""code"": ""2436"", ""name"": ""共同PR""}]"
3467	アグレ都市デザイン	"[{""code"": ""1841"", ""name"": ""サンユー建""}, {""code"": ""3261"", ""name"": ""グランディ""}, {""code"": ""3293"", ""name"": ""アズマH""}]"
6189	グローバルグループ	"[{""code"": ""2749"", ""name"": ""JPHLD""}, {""code"": ""7037"", ""name"": ""テノ.HD""}]"
7185	ヒロセ通商	"[{""code"": ""7177"", ""name"": ""GMOFH""}, {""code"": ""8704"", ""name"": ""トレイダH""}, {""code"": ""8732"", ""name"": ""マネーPG""}]"
3932	アカツキ	"[{""code"": ""3656"", ""name"": ""KLab""}, {""code"": ""3662"", ""name"": ""エイチーム""}, {""code"": ""3668"", ""name"": ""コロプラ""}]"
3537	昭栄薬品	"[{""code"": ""3176"", ""name"": ""三洋貿易""}, {""code"": ""8103"", ""name"": ""明和産業""}, {""code"": ""8138"", ""name"": ""三京化成""}]"
7184	富山第一銀行	"[{""code"": ""7381"", ""name"": ""北國FHD""}, {""code"": ""8362"", ""name"": ""福井銀行""}, {""code"": ""8365"", ""name"": ""富山銀行""}]"
6188	富士ソフトサービスビューロ	
6615	ユー・エム・シーエレクトロニクス	"[{""code"": ""7613"", ""name"": ""シークス""}, {""code"": ""8154"", ""name"": ""加賀電子""}]"
6187	LITALICO	
1436	フィット	"[{""code"": ""1928"", ""name"": ""積水ハウス""}, {""code"": ""3288"", ""name"": ""オプンHG""}, {""code"": ""8860"", ""name"": ""フジ住宅""}]"
2424	ブラス	"[{""code"": ""2198"", ""name"": ""IKKHD""}, {""code"": ""2418"", ""name"": ""ツカダGH""}, {""code"": ""4331"", ""name"": ""テイクギヴ""}]"
2884	ヨシムラ・フード・ホールディングス	"[{""code"": ""2209"", ""name"": ""井村屋G""}, {""code"": ""2222"", ""name"": ""寿スピリツ""}, {""code"": ""3038"", ""name"": ""神戸物産""}]"
7811	中本パックス	"[{""code"": ""4994"", ""name"": ""大成ラミク""}, {""code"": ""7917"", ""name"": ""ザクロス""}, {""code"": ""7919"", ""name"": ""野崎印刷紙""}]"
3931	バリューゴルフ	"[{""code"": ""2477"", ""name"": ""手間いらず""}, {""code"": ""3032"", ""name"": ""ゴルフドゥ""}, {""code"": ""3319"", ""name"": ""GDO""}]"
3930	はてな	"[{""code"": ""2148"", ""name"": ""ITメデア""}, {""code"": ""3904"", ""name"": ""カヤック""}, {""code"": ""4446"", ""name"": ""リンクUG""}]"
3466	ラサールロジポート投資法人	
9268	オプティマスグループ	"[{""code"": ""3964"", ""name"": ""オークネト""}, {""code"": ""4732"", ""name"": ""USS""}, {""code"": ""7599"", ""name"": ""IDOM""}]"
6565	ABホテル	"[{""code"": ""6076"", ""name"": ""アメイズ""}, {""code"": ""6547"", ""name"": ""グリーンズ""}, {""code"": ""9722"", ""name"": ""藤田観光""}]"
6566	要興業	"[{""code"": ""9247"", ""name"": ""TREHD""}, {""code"": ""9336"", ""name"": ""大栄環境""}, {""code"": ""9793"", ""name"": ""ダイセキ""}]"
6564	ミダック	"[{""code"": ""2195"", ""name"": ""アミタHD""}, {""code"": ""9247"", ""name"": ""TREHD""}, {""code"": ""9793"", ""name"": ""ダイセキ""}]"
7199	プレミアグループ	"[{""code"": ""2480"", ""name"": ""シス・ロケ""}, {""code"": ""8584"", ""name"": ""ジャックス""}, {""code"": ""8585"", ""name"": ""オリコ""}]"
6235	オプトラン	"[{""code"": ""6384"", ""name"": ""昭和真空""}, {""code"": ""6387"", ""name"": ""サムコ""}, {""code"": ""6728"", ""name"": ""アルバック""}]"
4249	森六ホールディングス	"[{""code"": ""4021"", ""name"": ""日産化学""}, {""code"": ""4043"", ""name"": ""トクヤマ""}, {""code"": ""4099"", ""name"": ""四国化成H""}]"
6563	みらいワークス	"[{""code"": ""3900"", ""name"": ""クラウドW""}, {""code"": ""6532"", ""name"": ""ベイカレ""}, {""code"": ""6539"", ""name"": ""MSJpn""}]"
3540	歯愛メディカル	"[{""code"": ""2689"", ""name"": ""オルバHH""}, {""code"": ""3360"", ""name"": ""シプヘルH""}, {""code"": ""7600"", ""name"": ""日本MDM""}]"
3999	ナレッジスイート	
3998	すららネット	"[{""code"": ""3933"", ""name"": ""チエル""}, {""code"": ""4686"", ""name"": ""ジャストS""}, {""code"": ""7366"", ""name"": ""リタリコ""}]"
6562	ジーニー	"[{""code"": ""2497"", ""name"": ""ユナイテド""}, {""code"": ""3688"", ""name"": ""CARTA""}, {""code"": ""6094"", ""name"": ""フリークO""}]"
2334	イオレ	"[{""code"": ""3679"", ""name"": ""じげん""}, {""code"": ""6094"", ""name"": ""フリークO""}]"
6561	HANATOUR JAPAN	"[{""code"": ""6548"", ""name"": ""旅工房""}, {""code"": ""9603"", ""name"": ""HIS""}, {""code"": ""9726"", ""name"": ""KNTCT""}]"
6560	エル・ティー・エス	"[{""code"": ""3655"", ""name"": ""Bパッド""}, {""code"": ""6088"", ""name"": ""シグマクシ""}, {""code"": ""7033"", ""name"": ""MSOL""}]"
7198	アルヒ	"[{""code"": ""7164"", ""name"": ""全国保証""}, {""code"": ""7192"", ""name"": ""日本モゲジ""}, {""code"": ""8771"", ""name"": ""eギャラン""}]"
3486	グローバル・リンク・マネジメント	"[{""code"": ""187A"", ""name"": ""サムティH""}, {""code"": ""2337"", ""name"": ""いちご""}, {""code"": ""3498"", ""name"": ""霞ヶ関キャ""}]"
3611	マツオカコーポレーション	"[{""code"": ""7460"", ""name"": ""ヤギ""}]"
6698	ヴィスコ・テクノロジーズ	
9143	SGホールディングス	"[{""code"": ""6178"", ""name"": ""日本郵政""}, {""code"": ""9064"", ""name"": ""ヤマトHD""}, {""code"": ""9147"", ""name"": ""NPNEX""}]"
8919	カチタス	"[{""code"": ""2975"", ""name"": ""スタマイカ""}, {""code"": ""8940"", ""name"": ""インテリク""}]"
9266	一家ダイニングプロジェクト	
6559	アトリエはるか	
3997	トレードワークス	"[{""code"": ""3747"", ""name"": ""インタトレ""}, {""code"": ""4450"", ""name"": ""パワソリュ""}, {""code"": ""4762"", ""name"": ""Xネット""}]"
6558	クックビズ	"[{""code"": ""3963"", ""name"": ""シンクロF""}, {""code"": ""4194"", ""name"": ""ビジョナル""}, {""code"": ""4318"", ""name"": ""クイック""}]"
7807	幸和製作所	"[{""code"": ""7813"", ""name"": ""プラッツ""}, {""code"": ""7817"", ""name"": ""パラマウH""}, {""code"": ""7840"", ""name"": ""FベッドH""}]"
9264	ポエック	"[{""code"": ""4245"", ""name"": ""ダイキA""}, {""code"": ""6744"", ""name"": ""能美防災""}, {""code"": ""6870"", ""name"": ""日フェン""}]"
3996	サインポスト	"[{""code"": ""4761"", ""name"": ""さくらKC""}, {""code"": ""6532"", ""name"": ""ベイカレ""}, {""code"": ""7033"", ""name"": ""MSOL""}]"
7808	シー・エス・ランバー	"[{""code"": ""7426"", ""name"": ""山大""}, {""code"": ""7879"", ""name"": ""ノダ""}, {""code"": ""7896"", ""name"": ""セブン工業""}]"
7196	Casa	"[{""code"": ""7183"", ""name"": ""あんしん保""}, {""code"": ""7187"", ""name"": ""Jリース""}, {""code"": ""7191"", ""name"": ""イントラス""}]"
9284	カナディアン・ソーラー・インフラ投資法人	
3995	SKIYAKI	
3484	テンポイノベーション	"[{""code"": ""3003"", ""name"": ""ヒューリク""}, {""code"": ""3267"", ""name"": ""フィルC""}, {""code"": ""3479"", ""name"": ""TKP""}]"
9262	シルバーライフ	"[{""code"": ""3137"", ""name"": ""ファンデリ""}, {""code"": ""7522"", ""name"": ""ワタミ""}]"
6555	MS&Consulting	"[{""code"": ""2170"", ""name"": ""リンクモチ""}, {""code"": ""4165"", ""name"": ""プレイド""}, {""code"": ""9757"", ""name"": ""船井総研H""}]"
4124	大阪油化工業	"[{""code"": ""4094"", ""name"": ""日化学産業""}, {""code"": ""4187"", ""name"": ""大阪有機""}]"
6556	ウェルビー	
3994	マネーフォワード	"[{""code"": ""3923"", ""name"": ""ラクス""}, {""code"": ""4443"", ""name"": ""サンサン""}, {""code"": ""4478"", ""name"": ""フリー""}]"
6697	テックポイント	
9260	西本Wismettacホールディングス	"[{""code"": ""2531"", ""name"": ""宝HLD""}, {""code"": ""2801"", ""name"": ""キッコマン""}]"
3482	ロードスターキャピタル	"[{""code"": ""3003"", ""name"": ""ヒューリク""}, {""code"": ""8923"", ""name"": ""トーセイ""}, {""code"": ""8934"", ""name"": ""サンフロ不""}]"
7809	壽屋	"[{""code"": ""6238"", ""name"": ""フリュー""}, {""code"": ""7867"", ""name"": ""タカラトミ""}]"
3993	PKSHATechnology	"[{""code"": ""3655"", ""name"": ""Bパッド""}, {""code"": ""4259"", ""name"": ""エクサウィ""}, {""code"": ""4418"", ""name"": ""JDSC""}]"
3992	ニーズウェル	"[{""code"": ""2307"", ""name"": ""クロスキャ""}, {""code"": ""4687"", ""name"": ""TDC""}, {""code"": ""4752"", ""name"": ""昭和システ""}]"
3481	三菱地所物流リート投資法人	
3991	ウォンテッドリー	"[{""code"": ""3679"", ""name"": ""じげん""}, {""code"": ""6194"", ""name"": ""アトラエ""}]"
6554	エスユーエス	"[{""code"": ""2163"", ""name"": ""アルトナー""}, {""code"": ""2186"", ""name"": ""ソーバル""}, {""code"": ""6028"", ""name"": ""テクノプロ""}]"
3990	ＵＵＵＭ	"[{""code"": ""4751"", ""name"": ""サイバーA""}, {""code"": ""7860"", ""name"": ""Avex""}]"
6696	トランザス	"[{""code"": ""2186"", ""name"": ""ソーバル""}, {""code"": ""3914"", ""name"": ""JIGSA""}, {""code"": ""9739"", ""name"": ""NSW""}]"
3989	シェアリングテクノロジー	"[{""code"": ""2120"", ""name"": ""ライフル""}, {""code"": ""3679"", ""name"": ""じげん""}, {""code"": ""4290"", ""name"": ""プレステI""}]"
3480	ジェイ・エス・ビー	"[{""code"": ""3276"", ""name"": ""JPMC""}, {""code"": ""8908"", ""name"": ""毎日コムネ""}, {""code"": ""9616"", ""name"": ""共立メンテ""}]"
7810	クロスフォー	"[{""code"": ""7872"", ""name"": ""エステール""}, {""code"": ""8008"", ""name"": ""4℃HLD""}, {""code"": ""9904"", ""name"": ""ベリテ""}]"
3566	ユニフォームネクスト	"[{""code"": ""3597"", ""name"": ""自重堂""}, {""code"": ""7447"", ""name"": ""ナガイレベ""}, {""code"": ""7564"", ""name"": ""ワークマン""}]"
6553	ソウルドアウト	
6552	GameWith	"[{""code"": ""2193"", ""name"": ""クックパド""}, {""code"": ""3660"", ""name"": ""iスタイル""}, {""code"": ""6047"", ""name"": ""グノシー""}]"
3988	SYSホールディングス	"[{""code"": ""3837"", ""name"": ""アドソル日""}, {""code"": ""3916"", ""name"": ""Dインフォ""}, {""code"": ""3918"", ""name"": ""PCIHD""}]"
6551	ツナグ・ソリューションズ	"[{""code"": ""2181"", ""name"": ""パーソルH""}, {""code"": ""4849"", ""name"": ""エンJPN""}, {""code"": ""6054"", ""name"": ""リブセンス""}]"
6550	Fringe81	"[{""code"": ""4293"", ""name"": ""セプテニH""}, {""code"": ""4784"", ""name"": ""GMOアド""}]"
3987	エコモット	"[{""code"": ""3694"", ""name"": ""オプティム""}, {""code"": ""6662"", ""name"": ""ユビテック""}, {""code"": ""9739"", ""name"": ""NSW""}]"
6549	ディーエムソリューションズ	"[{""code"": ""3955"", ""name"": ""イムラ""}, {""code"": ""7795"", ""name"": ""キョウリツ""}, {""code"": ""9782"", ""name"": ""DMS""}]"
3986	ビーブレイクシステムズ	"[{""code"": ""3923"", ""name"": ""ラクス""}, {""code"": ""4684"", ""name"": ""オービック""}, {""code"": ""4776"", ""name"": ""サイボウズ""}]"
3565	アセンテック	"[{""code"": ""3968"", ""name"": ""セグエG""}, {""code"": ""4434"", ""name"": ""サーバワク""}]"
6548	旅工房	"[{""code"": ""6030"", ""name"": ""アドベンチ""}, {""code"": ""9603"", ""name"": ""HIS""}, {""code"": ""9726"", ""name"": ""KNTCT""}]"
3564	LIXILビバ	
7940	ウェーブロックホールディングス	"[{""code"": ""4203"", ""name"": ""住友ベーク""}, {""code"": ""4220"", ""name"": ""リケンテク""}, {""code"": ""7971"", ""name"": ""東リ""}]"
3985	テモナ	"[{""code"": ""3633"", ""name"": ""GMOペパ""}, {""code"": ""4477"", ""name"": ""BASE""}, {""code"": ""4496"", ""name"": ""コマース1""}]"
6175	ネットマーケティング	
3984	ユーザーローカル	"[{""code"": ""3655"", ""name"": ""Bパッド""}, {""code"": ""3666"", ""name"": ""テクノスJ""}]"
3563	スシローグローバルホールディングス	"[{""code"": ""2695"", ""name"": ""くら寿司""}, {""code"": ""3197"", ""name"": ""すかいHD""}, {""code"": ""7421"", ""name"": ""カッパクリ""}]"
9283	日本再生可能エネルギーインフラ投資法人	
3964	オークネット	"[{""code"": ""2480"", ""name"": ""シス・ロケ""}, {""code"": ""3186"", ""name"": ""ネクステジ""}, {""code"": ""3674"", ""name"": ""オクファン""}]"
3562	No.1	"[{""code"": ""2763"", ""name"": ""エフティG""}, {""code"": ""3323"", ""name"": ""レカム""}, {""code"": ""3393"", ""name"": ""スタティア""}]"
6694	ズーム	"[{""code"": ""7944"", ""name"": ""ローランド""}, {""code"": ""7951"", ""name"": ""ヤマハ""}, {""code"": ""7952"", ""name"": ""河合楽器""}]"
3479	ティーケーピー	"[{""code"": ""4317"", ""name"": ""レイ""}, {""code"": ""9616"", ""name"": ""共立メンテ""}, {""code"": ""9625"", ""name"": ""セレスポ""}]"
4597	ソレイジア・ファーマ	"[{""code"": ""4564"", ""name"": ""オンコセラ""}, {""code"": ""4565"", ""name"": ""ネクセラP""}, {""code"": ""4582"", ""name"": ""シンバイオ""}]"
3983	オロ	"[{""code"": ""2130"", ""name"": ""メンバーズ""}, {""code"": ""3923"", ""name"": ""ラクス""}, {""code"": ""4684"", ""name"": ""オービック""}]"
6547	グリーンズ	"[{""code"": ""6076"", ""name"": ""アメイズ""}, {""code"": ""9616"", ""name"": ""共立メンテ""}]"
3978	マクロミル	"[{""code"": ""3675"", ""name"": ""クロスMG""}, {""code"": ""3695"", ""name"": ""GMOリサ""}, {""code"": ""4326"", ""name"": ""インテージ""}]"
6546	フルテック	"[{""code"": ""5929"", ""name"": ""三和HLD""}, {""code"": ""6544"", ""name"": ""Jエレベタ""}]"
3982	エスキュービズム	
3561	力の源ホールディングス	"[{""code"": ""7554"", ""name"": ""幸楽苑""}, {""code"": ""7611"", ""name"": ""ハイデイ日""}, {""code"": ""8200"", ""name"": ""リンガー""}]"
6545	インターネットインフィニティー	"[{""code"": ""2175"", ""name"": ""SMS""}]"
3981	ビーグリー	"[{""code"": ""9467"", ""name"": ""アルファP""}, {""code"": ""9468"", ""name"": ""カドカワ""}, {""code"": ""9684"", ""name"": ""スクエニH""}]"
6544	ジャパンエレベーターサービスホールディングス	"[{""code"": ""4658"", ""name"": ""日本空調サ""}, {""code"": ""6044"", ""name"": ""三機サビス""}, {""code"": ""6406"", ""name"": ""フジテック""}]"
3560	ほぼ日	"[{""code"": ""3930"", ""name"": ""はてな""}, {""code"": ""4689"", ""name"": ""ラインヤフ""}, {""code"": ""4751"", ""name"": ""サイバーA""}]"
3979	うるる	"[{""code"": ""3901"", ""name"": ""マクライン""}, {""code"": ""4776"", ""name"": ""サイボウズ""}]"
9325	ファイズ	"[{""code"": ""2384"", ""name"": ""SBSHD""}, {""code"": ""9090"", ""name"": ""AZ丸和H""}]"
3559	ピーバンドットコム	"[{""code"": ""3064"", ""name"": ""Monot""}, {""code"": ""4384"", ""name"": ""ラクスル""}, {""code"": ""9962"", ""name"": ""ミスミG""}]"
3558	ロコンド	"[{""code"": ""2138"", ""name"": ""クルーズ""}, {""code"": ""3064"", ""name"": ""Monot""}, {""code"": ""3092"", ""name"": ""ZOZO""}]"
3557	ユナイテッド＆コレクティブ	"[{""code"": ""7127"", ""name"": ""一家HLD""}, {""code"": ""7674"", ""name"": ""ナッティS""}, {""code"": ""8207"", ""name"": ""テンアラ""}]"
9519	レノバ	"[{""code"": ""1407"", ""name"": ""ウエストH""}, {""code"": ""9517"", ""name"": ""eレックス""}, {""code"": ""9522"", ""name"": ""リニュアブ""}]"
3977	フュージョン	"[{""code"": ""3655"", ""name"": ""Bパッド""}, {""code"": ""3970"", ""name"": ""イノベーシ""}]"
6543	日宣	"[{""code"": ""2139"", ""name"": ""中広""}, {""code"": ""4286"", ""name"": ""CLHLD""}, {""code"": ""9466"", ""name"": ""アイドマM""}]"
1439	安江工務店	"[{""code"": ""1401"", ""name"": ""エムビエス""}, {""code"": ""1738"", ""name"": ""ニットー""}]"
3478	森トラスト・ホテルリート投資法人	
3976	シャノン	"[{""code"": ""3655"", ""name"": ""Bパッド""}, {""code"": ""3970"", ""name"": ""イノベーシ""}]"
4428	リンク	"[{""code"": ""2492"", ""name"": ""インフォM""}, {""code"": ""3814"", ""name"": ""アルファク""}, {""code"": ""4287"", ""name"": ""ジャストP""}]"
7330	レオス・キャピタルワークス	
